s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg
PL10988	9991913	chrom1	84	BL01331	13242596	BFL_1	387	A
PL11205	10030808	chrom1	85	BL01207	15057301	BFL_1	455	A
PL09740	10371557	chrom1	86	BL01328	13274679	BFL_1	388	A
PL10359	10807934	chrom1	88	BL14678	23600122	BFL_1	662	A
PL09319	10824070	chrom1	89	BL01313	13479390	BFL_1	398	A
PL10673	10868394	chrom1	90	BL01316	13438622	BFL_1	396	A
PL08769	10880905	chrom1	91	BL01315	13447365	BFL_1	397	A
PL08880	10985861	chrom1	93	BL01075	16702008	BFL_1	518	A
PL10151	11040492	chrom1	94	BL01243	14552092	BFL_1	434	A
PL09667	11048087	chrom1	95	BL22479	26633106	BFL_1	726	A
PL09726	11177311	chrom1	96	BL22476	26578955	BFL_1	725	A
PL09502	11305125	chrom1	97	BL22475	26490545	BFL_1	724	A
PL09748	11318982	chrom1	98	BL08262	34761487	BFL_1	809	A
PL08279	11646650	chrom1	99	BL25610	24398940	BFL_1	690	A
PL09910	11698601	chrom1	100	BL06800	31402079	BFL_1	794	A
PL09044	11709927	chrom1	101	BL01445	11650438	BFL_1	329	A
PL09141	11846268	chrom1	103	BL00609	29356567	BFL_1	778	A
PL09588	11878855	chrom1	104	BL01363	12667924	BFL_1	367	A
PL11316	11976285	chrom1	105	BL01639	9130208	BFL_1	240	A
PL10222	12315475	chrom1	106	BL01371	12544390	BFL_1	361	A
PL10330	12833535	chrom1	108	BL01355	12736156	BFL_1	374	A
PL10860	12870144	chrom1	109	BL01347	12851875	BFL_1	380	A
PL08997	13277949	chrom1	110	BL01346	12914393	BFL_1	381	A
PL09039	13458958	chrom1	111	BL01746	7715561	BFL_1	193	A
PL10034	13484946	chrom1	112	BL01744	7755161	BFL_1	195	A
PL09439	13535049	chrom1	113	BL24628	35128547	BFL_1	816	A
PL09182	13590063	chrom1	114	BL24632	35072575	BFL_1	815	A
PL09592	13622585	chrom1	115	BL01145	15756867	BFL_1	487	A
PL08253	13683212	chrom1	116	BL01999	3965207	BFL_1	68	A
PL10902	13779289	chrom1	118	BL01344	12998881	BFL_1	383	A
PL10774	13806885	chrom1	119	BL01273	14149304	BFL_1	417	A
PL10243	13895810	chrom1	120	BL01274	14140920	BFL_1	416	A
PL09856	13914831	chrom1	121	BL25509	3812262	BFL_1	60	A
PL08232	13942771	chrom1	122	BL25508	3817268	BFL_1	61	A
PL08225	14046437	chrom1	124	BL01821	6730136	BFL_1	162	A
PL11367	14099384	chrom1	125	BL01826	6671366	BFL_1	158	A
PL09563	14138324	chrom1	126	BL01839	6501837	BFL_1	150	A
PL08834	14193182	chrom1	127	BL01773	7189531	BFL_1	180	A
PL10765	14275893	chrom1	129	BL01261	14316322	BFL_1	423	A
PL10942	14367569	chrom1	130	BL01932	5022099	BFL_1	103	A
PL10748	14410012	chrom1	131	BL00890	19799635	BFL_1	601	A
PL09944	14430612	chrom1	132	BL14203	1304634	BFL_1	20	A
PL11112	14663619	chrom1	133	BL00955	18618372	BFL_1	580	A
PL09929	14943882	chrom1	135	BL01364	12650585	BFL_1	366	A
PL09934	15098049	chrom1	137	BL00930	19214039	BFL_1	591	A
PL10295	15188807	chrom1	138	BL00681	27958067	BFL_1	749	A
PL08231	15188917	chrom1	139	BL22405	25109392	BFL_1	700	A
PL09069	15329001	chrom1	140	BL22483	26700268	BFL_1	727	A
PL08748	15399075	chrom1	141	BL00698	27614550	BFL_1	742	A
PL09191	15399279	chrom1	142	BL01139	15797385	BFL_1	490	A
PL09609	15533523	chrom1	144	BL01010	17710861	BFL_1	550	A
PL09281	15642292	chrom1	145	BL01009	17739292	BFL_1	551	A
PL10727	15948734	chrom1	146	BL13028	206418	BFL_1	2	A
PL10304	16054455	chrom1	147	BL13026	268651	BFL_1	3	A
PL10423	16077372	chrom1	148	BL01995	4017672	BFL_1	70	A
PL09360	16201223	chrom1	149	BL01994	4031546	BFL_1	71	A
PL08047	16260702	chrom1	150	BL01247	14525183	BFL_1	430	A
PL08399	16456704	chrom1	151	BL01001	17906515	BFL_1	556	A
PL09201	16464855	chrom1	152	BL01872	5997229	BFL_1	131	A
PL10704	16486246	chrom1	153	BL00983	18244287	BFL_1	564	A
PL08344	16568773	chrom1	154	BL00612	29306223	BFL_1	775	A
PL09499	16611238	chrom1	155	BL01112	16186524	BFL_1	501	A
PL08052	16663553	chrom1	156	BL22409	25164153	BFL_1	703	A
PL09665	16683179	chrom1	157	BL00808	21278176	BFL_1	628	A
PL08942	16795212	chrom1	159	BL01053	17201299	BFL_1	527	A
PL09132	16844754	chrom1	160	BL01622	9327793	BFL_1	248	A
PL10153	16909780	chrom1	161	BL01621	9358290	BFL_1	249	A
PL09598	16995286	chrom1	162	BL00974	18408508	BFL_1	569	A
PL09105	17020489	chrom1	163	BL01307	13637521	BFL_1	402	A
PL09880	17067762	chrom1	164	BL01774	7158129	BFL_1	179	A
PL09873	17162304	chrom1	165	BL13032	108863	BFL_1	1	A
PL10239	17221410	chrom1	166	BL14698	23847366	BFL_1	678	A
PL10477	17315682	chrom1	168	BL00960	18509650	BFL_1	579	A
PL11184	17337534	chrom1	169	BL25504	3855107	BFL_1	64	A
PL09452	17358766	chrom1	170	BL00892	19773765	BFL_1	600	A
PL08154	17418506	chrom1	171	BL00607	29420111	BFL_1	780	A
PL09162	17443325	chrom1	172	BL00608	29390409	BFL_1	779	A
PL11223	17712910	chrom1	173	BL00877	20044452	BFL_1	604	A
PL09745	17713001	chrom1	174	BL01874	5982821	BFL_1	130	A
PL08878	17756232	chrom1	175	BL14706	23964568	BFL_1	683	A
PL08264	17776170	chrom1	176	BL01234	14709139	BFL_1	438	A
PL09284	17821917	chrom1	177	BL06802	31333282	BFL_1	793	A
PL09493	17840352	chrom1	178	BL01411	12139372	BFL_1	346	A
PL10951	17840727	chrom1	179	BL06804	31316381	BFL_1	791	A
PL09140	17929384	chrom1	180	BL01415	12119288	BFL_1	343	A
PL09850	17929893	chrom1	181	BL01412	12127783	BFL_1	345	A
PL09865	18136146	chrom1	182	BL01620	9394683	BFL_1	250	A
PL10745	18157896	chrom1	183	BL01866	6124184	BFL_1	134	A
PL09687	18163027	chrom1	184	BL22398	24951386	BFL_1	696	A
PL10677	18173630	chrom1	185	BL01119	16112425	BFL_1	496	A
PL08062	18249541	chrom1	186	BL01101	16351976	BFL_1	508	A
PL09840	18356977	chrom1	187	BL01913	5523209	BFL_1	115	A
PL08261	18676196	chrom1	189	BL01170	15480016	BFL_1	474	A
PL10556	18760953	chrom1	190	BL01169	15501270	BFL_1	475	A
PL10815	18836938	chrom1	192	BL01449	11617920	BFL_1	327	A
PL08327	18942866	chrom1	193	BL01151	15707477	BFL_1	484	A
PL08721	18994943	chrom1	194	BL25511	3756698	BFL_1	58	A
PL09496	19023306	chrom1	195	BL25510	3796207	BFL_1	59	A
PL09584	19057379	chrom1	197	BL01739	7819197	BFL_1	199	A
PL10007	19094821	chrom1	198	BL01823	6716997	BFL_1	160	A
PL09073	19154122	chrom1	200	BL01921	5329739	BFL_1	110	A
PL10023	19270229	chrom1	202	BL01776	7120138	BFL_1	178	A
PL09394	19274801	chrom1	203	BL01300	13723339	BFL_1	408	A
PL08400	19287677	chrom1	204	BL01304	13701619	BFL_1	404	A
PL08548	19289996	chrom1	205	BL01303	13706847	BFL_1	405	A
PL08770	19521722	chrom1	207	BL00587	29742939	BFL_1	790	A
PL10868	19600868	chrom1	208	BL00679	28003413	BFL_1	751	A
PL08799	19617132	chrom1	209	BL24620	35209708	BFL_1	817	A
PL09333	19691512	chrom1	210	BL01875	5956043	BFL_1	129	A
PL10484	19720124	chrom1	211	BL01325	13351339	BFL_1	389	A
PL08379	19772386	chrom1	212	BL01323	13374550	BFL_1	391	A
PL10591	19907756	chrom1	215	BL00878	20041672	BFL_1	603	A
PL08825	19956039	chrom1	216	BL01341	13074108	BFL_1	385	A
PL10101	19959784	chrom1	217	BL00884	19994129	BFL_1	602	A
PL09817	20003921	chrom1	218	BL25555	2814164	BFL_1	43	A
PL10603	20043179	chrom1	219	BL01771	7214670	BFL_1	181	A
PL09986	20094942	chrom1	220	BL01790	7007552	BFL_1	172	A
PL09341	20133307	chrom1	221	BL01779	7100504	BFL_1	176	A
PL09254	20136967	chrom1	222	BL01780	7093959	BFL_1	175	A
PL10221	20316061	chrom1	224	BL14655	23083906	BFL_1	647	A
PL08397	20408111	chrom1	226	BL01503	10859938	BFL_1	302	A
PL09010	20605033	chrom1	228	BL01725	7960065	BFL_1	208	A
PL08210	20805179	chrom1	231	BL01502	10867915	BFL_1	303	A
PL10791	21137487	chrom1	232	BL01915	5509084	BFL_1	114	A
PL09772	21286068	chrom1	233	BL14665	23297257	BFL_1	654	A
PL09583	21435847	chrom1	234	BL01435	11754078	BFL_1	334	A
PL08838	21595426	chrom1	235	BL13007	486184	BFL_1	7	A
PL10793	21760305	chrom1	236	BL25547	3122875	BFL_1	47	A
PL09389	21761020	chrom1	237	BL25546	3150501	BFL_1	48	A
PL08514	21777674	chrom1	238	BL25545	3167902	BFL_1	49	A
PL11224	21946201	chrom1	239	BL01520	10698038	BFL_1	290	A
PL09956	22133769	chrom1	240	BL01437	11732439	BFL_1	332	A
PL08587	22265213	chrom1	242	BL06795	31428094	BFL_1	798	A
PL09639	22299158	chrom1	243	BL14699	23875119	BFL_1	679	A
PL10968	22377920	chrom1	245	BL01175	15438877	BFL_1	473	A
PL10422	22572678	chrom1	247	BL00589	29710168	BFL_1	788	A
PL10641	22655525	chrom1	248	BL00676	28030489	BFL_1	753	A
PL10115	22664682	chrom1	249	BL00675	28039484	BFL_1	754	A
PL10905	22712299	chrom1	250	BL01410	12167685	BFL_1	347	A
PL08396	22712590	chrom1	251	BL00674	28061485	BFL_1	755	A
PL10299	22727125	chrom1	252	BL01408	12179288	BFL_1	349	A
PL09380	22744504	chrom1	253	BL01407	12203909	BFL_1	350	A
PL09086	22769039	chrom1	254	BL01190	15239994	BFL_1	464	A
PL10701	22780606	chrom1	255	BL01738	7841218	BFL_1	200	A
PL09366	22827532	chrom1	256	BL00628	29078184	BFL_1	769	A
PL10066	22839508	chrom1	257	BL01708	8103870	BFL_1	214	A
PL08775	22896936	chrom1	258	BL01163	15594311	BFL_1	479	A
PL08036	23032079	chrom1	259	BL00853	20438743	BFL_1	614	A
PL09866	23282842	chrom1	260	BL22432	25790342	BFL_1	718	A
PL08096	23458851	chrom1	261	BL22425	25537846	BFL_1	714	A
PL08206	23613297	chrom1	262	BL22427	25633922	BFL_1	715	A
PL08926	23909844	chrom1	263	BL22429	25718780	BFL_1	717	A
PL09165	24088545	chrom1	264	BL22423	25452696	BFL_1	713	A
PL10628	24109866	chrom1	265	BL22420	25394688	BFL_1	711	A
PL11139	24191048	chrom1	266	BL22419	25338997	BFL_1	710	A
PL08890	24281084	chrom1	267	BL22416	25246848	BFL_1	708	A
PL10980	24537584	chrom1	268	BL01176	15424262	BFL_1	472	A
PL08112	24647568	chrom1	270	BL24633	35052072	BFL_1	814	A
PL08715	24710921	chrom1	271	BL24635	35006750	BFL_1	812	A
PL10880	24834191	chrom1	273	BL01506	10817555	BFL_1	299	A
PL08524	24848274	chrom1	274	BL00648	28611840	BFL_1	766	A
PL10856	24939135	chrom1	276	BL01260	14344410	BFL_1	424	A
PL10694	25049053	chrom1	277	BL22446	25975418	BFL_1	719	A
PL09802	25116908	chrom1	278	BL01694	8377652	BFL_1	220	A
PL11201	25184242	chrom1	279	BL01750	7632949	BFL_1	190	A
PL08667	25271593	chrom1	280	BL01747	7712033	BFL_1	192	A
PL10970	25297886	chrom1	281	BL14725	24190633	BFL_1	688	A
PL08570	25350963	chrom1	282	BL14719	24125950	BFL_1	685	A
PL10665	25440572	chrom1	283	BL00876	20050493	BFL_1	605	A
PL08695	25466780	chrom1	284	BL14664	23281504	BFL_1	653	A
PL08908	25495860	chrom1	285	BL01507	10808200	BFL_1	298	A
PL08626	25728724	chrom1	287	BL01394	12318119	BFL_1	353	A
PL08321	25781495	chrom1	288	BL01395	12295419	BFL_1	352	A
PL10400	25781875	chrom1	289	BL01396	12291874	BFL_1	351	A
PL10431	25816681	chrom1	290	BL01828	6651476	BFL_1	156	A
PL10490	25822130	chrom1	291	BL00590	29684401	BFL_1	787	A
PL09852	25831324	chrom1	292	BL01324	13357501	BFL_1	390	A
PL10002	25873190	chrom1	293	BL24634	35048677	BFL_1	813	A
PL08165	25884065	chrom1	294	BL01548	10340510	BFL_1	276	A
PL09442	26038307	chrom1	296	BL01748	7708784	BFL_1	191	A
PL11092	26124042	chrom1	297	BL01239	14583194	BFL_1	435	A
PL09877	26258876	chrom1	298	BL14707	23979292	BFL_1	684	A
PL09505	26307893	chrom1	299	BL08259	34790567	BFL_1	811	A
PL10274	26326775	chrom1	300	BL01290	13789881	BFL_1	411	A
PL08278	26459924	chrom1	301	BL01289	13854514	BFL_1	412	A
PL10828	26519466	chrom1	302	BL00851	20470351	BFL_1	615	A
PL08787	26519829	chrom1	303	BL01610	9510118	BFL_1	254	A
PL08390	26550959	chrom1	304	BL01617	9425800	BFL_1	252	A
PL08653	26574887	chrom1	305	BL01014	17677770	BFL_1	546	A
PL09596	26712344	chrom1	306	BL01616	9440269	BFL_1	253	A
PL08419	26742874	chrom1	307	BL00965	18460437	BFL_1	576	A
PL08181	26774555	chrom1	308	BL01254	14446736	BFL_1	428	A
PL08420	26816306	chrom1	309	BL01073	16765248	BFL_1	519	A
PL08311	27115488	chrom1	310	BL00943	18954530	BFL_1	582	A
PL08726	27293654	chrom1	312	BL14680	23629518	BFL_1	664	A
PL10391	27317166	chrom1	313	BL14679	23609314	BFL_1	663	A
PL10944	27408064	chrom1	315	BL14720	24145147	BFL_1	686	A
PL08330	27656912	chrom1	316	BL14177	1880598	BFL_1	33	A
PL09220	27725034	chrom1	317	BL01597	9631053	BFL_1	264	A
PL08607	27752527	chrom1	318	BL01596	9652213	BFL_1	265	A
PL09265	27803605	chrom1	319	BL01099	16379295	BFL_1	509	A
PL10047	27834784	chrom1	320	BL01219	14835971	BFL_1	447	A
PL09621	28081412	chrom1	321	BL00624	29138304	BFL_1	771	A
PL11211	28082241	chrom1	322	BL00625	29132695	BFL_1	770	A
PL09759	28141030	chrom1	323	BL01218	14846536	BFL_1	448	A
PL11058	28163060	chrom1	324	BL14677	23583963	BFL_1	661	A
PL10060	28222762	chrom1	325	BL14676	23575459	BFL_1	660	A
PL08704	28290868	chrom1	326	BL01306	13645223	BFL_1	403	A
PL09615	28397838	chrom1	327	BL14661	23195995	BFL_1	651	A
PL11012	28556804	chrom1	328	BL01302	13713548	BFL_1	406	A
PL11132	28565065	chrom1	330	BL06796	31423647	BFL_1	797	A
PL10738	28588510	chrom1	331	BL06797	31420112	BFL_1	796	A
PL10559	28860729	chrom1	334	BL01952	4675680	BFL_1	88	A
PL10710	29376535	chrom1	335	BL01464	11446717	BFL_1	320	A
PL08597	29449847	chrom1	336	BL01962	4558764	BFL_1	82	A
PL10471	29830657	chrom1	337	BL08334	33603755	BFL_1	803	A
PL11097	30448652	chrom1	344	BL01944	4839306	BFL_1	93	A
PL09720	30462124	chrom1	345	BL01943	4849785	BFL_1	94	A
PL09728	30745108	chrom1	347	BL01909	5602693	BFL_1	118	A
PL09695	30764473	chrom1	348	BL00814	21090631	BFL_1	625	A
PL11067	31028461	chrom1	349	BL01930	5155186	BFL_1	104	A
PL09480	31542900	chrom1	352	BL01142	15779714	BFL_1	489	A
PL09564	31566767	chrom1	353	BL01054	17189800	BFL_1	526	A
PL09055	31633550	chrom1	354	BL01457	11545157	BFL_1	323	A
PL08784	31965301	chrom1	356	BL00816	20990376	BFL_1	624	A
PL10632	32390428	chrom1	357	BL01068	16805969	BFL_1	521	A
PL11119	32495191	chrom1	358	BL01634	9203399	BFL_1	243	A
PL08714	32525534	chrom1	360	BL01734	7868085	BFL_1	203	A
PL10521	32938921	chrom1	362	BL14691	23781027	BFL_1	671	A
PL08572	33786744	chrom1	365	BL00839	20618445	BFL_1	620	A
PL10558	34210229	chrom1	366	BL01055	17176254	BFL_1	525	A
PL09886	34281588	chrom1	367	BL01107	16290451	BFL_1	504	A
PL08159	34326446	chrom1	368	BL01910	5589860	BFL_1	117	A
PL08405	34518934	chrom1	371	BL01940	4867560	BFL_1	96	A
PL09212	34556731	chrom1	372	BL01436	11751195	BFL_1	333	A
PL11231	34893113	chrom1	373	BL01945	4821920	BFL_1	92	A
PL10004	34893525	chrom1	374	BL01080	16654432	BFL_1	516	A
PL09890	34936845	chrom1	375	BL00680	27979535	BFL_1	750	A
PL10714	36302334	chrom1	382	BL01083	16623672	BFL_1	515	A
PL10993	36352786	chrom1	384	BL01182	15319949	BFL_1	469	A
PL09334	36391569	chrom1	385	BL14683	23659308	BFL_1	665	A
PL11209	36413022	chrom1	386	BL14685	23679234	BFL_1	667	A
PL08011	37111765	chrom1	389	BL00785	22004147	BFL_1	633	A
PL11087	37218438	chrom1	391	BL01685	8443920	BFL_1	225	A
PL09622	37480577	chrom1	393	BL14692	23787946	BFL_1	672	A
PL10574	37725232	chrom1	394	BL18893	27107193	BFL_1	733	A
PL10281	37776298	chrom1	396	BL01177	15412536	BFL_1	471	A
PL09292	38279368	chrom1	399	BL01683	8462297	BFL_1	226	A
PL09538	38352586	chrom1	401	BL01077	16686718	BFL_1	517	A
PL10089	38402503	chrom1	404	BL01928	5177780	BFL_1	106	A
PL08728	38485300	chrom1	405	BL00790	21893752	BFL_1	631	A
PL11358	38722240	chrom1	408	BL01636	9175050	BFL_1	242	A
PL10412	39010554	chrom1	412	BL00784	22030261	BFL_1	634	A
PL11348	39292501	chrom1	415	BL00657	28337595	BFL_1	760	A
PL10183	39659301	chrom1	419	BL25521	3576364	BFL_1	55	A
PL10852	39798590	chrom1	421	BL01584	9770335	BFL_1	267	A
PL11329	40101823	chrom1	423	BL01925	5261953	BFL_1	108	A
PL09340	40226778	chrom1	424	BL01894	5743622	BFL_1	123	A
PL09067	40406449	chrom1	425	BL00988	18155407	BFL_1	562	A
PL10514	40977641	chrom1	427	BL00986	18217726	BFL_1	563	A
PL09115	41066495	chrom1	429	BL01115	16154186	BFL_1	500	A
PL10039	42127337	chrom1	435	BL08330	33561348	BFL_1	802	A
PL09238	42184458	chrom1	437	BL01185	15278295	BFL_1	467	A
PL10945	42227046	chrom1	438	BL01186	15271340	BFL_1	466	A
PL10250	42242224	chrom1	439	BL01516	10739676	BFL_1	292	A
PL10916	42378305	chrom1	440	BL01214	14895374	BFL_1	451	A
PL07996	42534742	chrom1	441	BL01212	14925063	BFL_1	452	A
PL10804	42566082	chrom1	442	BL01714	8030952	BFL_1	211	A
PL09404	42716980	chrom1	445	BL01740	7808968	BFL_1	198	A
PL11042	42840681	chrom1	446	BL00961	18503297	BFL_1	578	A
PL08155	42843856	chrom1	447	BL00611	29332909	BFL_1	776	A
PL10108	42891516	chrom1	448	BL01638	9144375	BFL_1	241	A
PL11270	42907009	chrom1	449	BL01237	14642362	BFL_1	436	A
PL10085	42960845	chrom1	450	BL01537	10494963	BFL_1	283	A
PL08177	42961050	chrom1	451	BL01538	10489806	BFL_1	282	A
PL10667	43003378	chrom1	452	BL01539	10452759	BFL_1	281	A
PL08109	43015723	chrom1	453	BL01887	5798991	BFL_1	125	A
PL09530	43067629	chrom1	454	BL01890	5767013	BFL_1	124	A
PL09279	43068354	chrom1	455	BL00969	18433327	BFL_1	573	A
PL09656	43086375	chrom1	456	BL14703	23940459	BFL_1	682	A
PL08137	43271777	chrom1	458	BL01348	12843375	BFL_1	379	A
PL10524	43629395	chrom1	460	BL01216	14863617	BFL_1	450	A
PL08585	43787169	chrom1	461	BL01217	14855086	BFL_1	449	A
PL08226	43924008	chrom1	462	BL01858	6206578	BFL_1	138	A
PL08552	43967645	chrom1	463	BL01859	6193319	BFL_1	137	A
PL10310	44011045	chrom1	464	BL01860	6184366	BFL_1	136	A
PL09631	44262160	chrom1	466	BL14659	23124808	BFL_1	649	A
PL08614	44373477	chrom1	467	BL01759	7466189	BFL_1	187	A
PL11349	44496427	chrom1	468	BL14185	1689541	BFL_1	29	A
PL08752	44574863	chrom1	469	BL14183	1748707	BFL_1	30	A
PL08797	44659830	chrom1	470	BL01632	9214118	BFL_1	245	A
PL10549	44697756	chrom1	471	BL01633	9207084	BFL_1	244	A
PL08473	44708314	chrom1	472	BL01733	7885113	BFL_1	204	A
PL09041	44729676	chrom1	473	BL01732	7893146	BFL_1	205	A
PL08959	44737572	chrom1	474	BL01050	17230920	BFL_1	528	A
PL09304	44840720	chrom1	475	BL01049	17257022	BFL_1	529	A
PL08934	44981461	chrom1	476	BL01045	17286598	BFL_1	531	A
PL10070	45048640	chrom1	477	BL01899	5703690	BFL_1	120	A
PL10003	45829186	chrom1	478	BL14193	1587078	BFL_1	25	A
PL09407	45842669	chrom1	479	BL14190	1640103	BFL_1	26	A
PL09658	45862710	chrom1	480	BL14189	1646977	BFL_1	27	A
PL10154	45940681	chrom1	481	BL00653	28414165	BFL_1	763	A
PL08142	45989500	chrom1	482	BL00753	22652157	BFL_1	642	A
PL10097	46058491	chrom1	483	BL01105	16312973	BFL_1	505	A
PL09867	46116206	chrom1	484	BL00999	18023547	BFL_1	557	A
PL11174	46158573	chrom1	485	BL00936	19101297	BFL_1	586	A
PL11335	46249625	chrom1	486	BL01433	11764882	BFL_1	336	A
PL09574	46497657	chrom1	488	BL01004	17870557	BFL_1	554	A
PL09144	46510006	chrom1	489	BL14697	23839827	BFL_1	677	A
PL09258	46535258	chrom1	490	BL01935	4902902	BFL_1	100	A
PL08265	46559628	chrom1	491	BL01934	4953243	BFL_1	101	A
PL08211	46624110	chrom1	492	BL01933	4977289	BFL_1	102	A
PL08325	46716974	chrom1	493	BL22450	26051792	BFL_1	722	A
PL11275	46722731	chrom1	494	BL22448	26015692	BFL_1	721	A
PL08061	46922523	chrom1	495	BL00777	22352145	BFL_1	637	A
PL10194	46940411	chrom1	496	BL00705	27474031	BFL_1	740	A
PL10100	47161166	chrom1	499	BL01798	6899913	BFL_1	169	A
PL08518	47161337	chrom1	500	BL01799	6895338	BFL_1	168	A
PL10525	47326998	chrom1	502	BL00601	29491093	BFL_1	784	A
PL08292	47427229	chrom1	503	BL00602	29485471	BFL_1	783	A
PL10747	47436754	chrom1	504	BL00603	29458984	BFL_1	782	A
PL10499	47633353	chrom1	505	BL01833	6549489	BFL_1	152	A
PL09353	47680447	chrom1	506	BL01827	6657124	BFL_1	157	A
PL10307	47833534	chrom1	507	BL01475	11188577	BFL_1	317	A
PL11220	47896262	chrom1	508	BL14668	23427849	BFL_1	655	A
PL10265	47896277	chrom1	509	BL01527	10664382	BFL_1	289	A
PL10456	48001091	chrom1	510	BL00782	22172298	BFL_1	635	A
PL09821	48001218	chrom1	511	BL01741	7798898	BFL_1	197	A
PL09507	48130551	chrom1	513	BL01547	10357525	BFL_1	277	A
PL09504	48244401	chrom1	514	BL01546	10367657	BFL_1	278	A
PL10975	48353399	chrom1	515	BL01223	14774290	BFL_1	444	A
PL09038	48367111	chrom1	516	BL01220	14822455	BFL_1	446	A
PL08924	48367695	chrom1	517	BL01222	14811958	BFL_1	445	A
