s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg
L_var_00322	12845816	chr1	64	BL09424	6651166	BFL_5	2529	E
L_var_00334	13559629	chr1	69	BL27399	11530289	BFL_5	2604	E
L_var_00861	30165103	chr1	226	BL27079	836214	BFL_5	2479	E
L_var_00997	34122400	chr1	277	BL09375	7612446	BFL_5	2539	E
L_var_01132	38930733	chr1	346	BL11948	4597855	BFL_5	2499	E
L_var_01447	51540113	chr1	425	BL27829	17762411	BFL_5	2768	E
L_var_01480	52787210	chr1	442	BL27697	16185630	BFL_5	2720	E
L_var_02026	69511215	chr1	576	BL27853	18219995	BFL_5	2779	E
L_var_02071	70519885	chr1	593	BL27971	20270153	BFL_5	2831	E
L_var_02139	73090622	chr1	616	BL28084	22025134	BFL_5	2878	E
L_var_02217	75231643	chr1	634	BL27796	17334225	BFL_5	2750	E
L_var_02464	83001599	chr1	723	BL27635	15043902	BFL_5	2707	E
L_var_02564	87245902	chr1	770	BL28073	21882255	BFL_5	2873	E
L_var_02644	89505125	chr1	795	BL27947	19942195	BFL_5	2819	E
L_var_02697	91048777	chr1	819	BL27490	12811391	BFL_5	2645	E
L_var_00956	32932967	chr1	261	BL10378	24405652	BFL_6	3446	D
L_var_01461	52037917	chr1	432	BL05316	8862402	BFL_6	3139	D
L_var_01477	52767752	chr1	441	BL18752	19745417	BFL_6	3396	D
L_var_01505	53570752	chr1	452	BL10298	22816334	BFL_6	3427	D
L_var_01509	53706148	chr1	454	BL02505	20304952	BFL_6	3398	D
L_var_01541	54552269	chr1	466	BL00523	27986812	BFL_6	3463	D
L_var_02159	73678619	chr1	623	BL05261	9433789	BFL_6	3169	D
L_var_02522	85630892	chr1	754	BL19710	18513864	BFL_6	3363	D
L_var_02646	89555185	chr1	796	BL03624	17508529	BFL_6	3345	D
L_var_02686	90766199	chr1	816	BL12020	885083	BFL_6	2971	D
L_var_02737	92748370	chr1	826	BL04960	14165435	BFL_6	3291	D
L_var_00129	5491471	chr1	3	BL02605	3655485	BFL_7	3503	F
L_var_00133	5652782	chr1	4	BL02638	4084327	BFL_7	3516	F
L_var_00147	5987982	chr1	5	BL03189	12951442	BFL_7	3739	F
L_var_00148	6078333	chr1	6	BL02670	4538162	BFL_7	3526	F
L_var_00151	6280195	chr1	7	BL03049	10693377	BFL_7	3691	F
L_var_00156	6483767	chr1	8	BL02844	7575189	BFL_7	3587	F
L_var_00159	6580273	chr1	10	BL02917	8569003	BFL_7	3625	F
L_var_00166	6866372	chr1	11	BL02548	1800599	BFL_7	3483	F
L_var_00175	7136063	chr1	12	BL02607	3688177	BFL_7	3504	F
L_var_00179	7255258	chr1	13	BL26444	20106069	BFL_7	3815	F
L_var_00180	7269305	chr1	14	BL02701	4820605	BFL_7	3536	F
L_var_00184	7439839	chr1	15	BL02704	4883582	BFL_7	3537	F
L_var_00193	7748409	chr1	16	BL02706	4956404	BFL_7	3538	F
L_var_00195	7904337	chr1	17	BL03001	9732003	BFL_7	3672	F
L_var_00199	8048086	chr1	18	BL02970	9361134	BFL_7	3656	F
L_var_00205	8817371	chr1	19	BL02930	8842271	BFL_7	3631	F
L_var_00206	8887763	chr1	20	BL11824	70974	BFL_7	3464	F
L_var_00207	8948210	chr1	21	BL02553	1995395	BFL_7	3486	F
L_var_00208	8964766	chr1	22	BL02842	7563149	BFL_7	3586	F
L_var_00209	9057236	chr1	23	BL02656	4322661	BFL_7	3520	F
L_var_00216	9109835	chr1	25	BL02961	9274355	BFL_7	3649	F
L_var_00222	9207667	chr1	26	BL24495	15563074	BFL_7	3781	F
L_var_00221	9208133	chr1	27	BL02829	7385510	BFL_7	3577	F
L_var_00225	9253269	chr1	28	BL24494	15573718	BFL_7	3782	F
L_var_00231	9365340	chr1	29	BL03086	11282788	BFL_7	3699	F
L_var_00232	9436206	chr1	30	BL24592	13652332	BFL_7	3754	F
L_var_00234	9543201	chr1	31	BL22614	23710379	BFL_7	3846	F
L_var_00244	9744393	chr1	33	BL02863	7840090	BFL_7	3595	F
L_var_00245	9860278	chr1	34	BL02864	7853125	BFL_7	3596	F
L_var_00246	9889211	chr1	35	BL02866	7886575	BFL_7	3597	F
L_var_00252	10045952	chr1	36	BL03200	13119531	BFL_7	3747	F
L_var_00253	10115233	chr1	37	BL00444	17491448	BFL_7	3802	F
L_var_00254	10136574	chr1	38	BL02967	9338166	BFL_7	3655	F
L_var_00262	10341681	chr1	40	BL26450	20236853	BFL_7	3816	F
L_var_00264	10426116	chr1	41	BL02668	4484089	BFL_7	3525	F
L_var_00268	10572805	chr1	44	BL24602	13307120	BFL_7	3751	F
L_var_00269	10577402	chr1	45	BL24526	14933146	BFL_7	3775	F
L_var_00271	10613176	chr1	46	BL02995	9684750	BFL_7	3668	F
L_var_00274	10717069	chr1	47	BL02821	7190519	BFL_7	3574	F
L_var_00282	11002465	chr1	48	BL02712	5080031	BFL_7	3542	F
L_var_00289	11253494	chr1	50	BL02807	6779286	BFL_7	3564	F
L_var_00300	11686953	chr1	54	BL24443	16952312	BFL_7	3798	F
L_var_00302	11898699	chr1	55	BL22604	23336560	BFL_7	3843	F
L_var_00304	11982157	chr1	56	BL22597	23152345	BFL_7	3842	F
L_var_00306	12169999	chr1	57	BL11860	867375	BFL_7	3472	F
L_var_00307	12220036	chr1	58	BL02921	8666922	BFL_7	3628	F
L_var_00309	12382260	chr1	59	BL02899	8332543	BFL_7	3614	F
L_var_00310	12486213	chr1	60	BL24462	16393123	BFL_7	3792	F
L_var_00314	12599216	chr1	61	BL11833	248471	BFL_7	3465	F
L_var_00316	12639202	chr1	62	BL03186	12903373	BFL_7	3737	F
L_var_00318	12677881	chr1	63	BL02856	7741259	BFL_7	3593	F
L_var_00323	12885508	chr1	65	BL02958	9154001	BFL_7	3646	F
L_var_00328	13094540	chr1	66	BL03014	10025306	BFL_7	3679	F
L_var_00329	13181496	chr1	67	BL22586	22836887	BFL_7	3840	F
L_var_00331	13373204	chr1	68	BL22574	22465799	BFL_7	3837	F
L_var_00341	13821335	chr1	71	BL24563	14341031	BFL_7	3768	F
L_var_00343	13998558	chr1	72	BL02836	7500773	BFL_7	3582	F
L_var_00354	14237173	chr1	74	BL02955	9120603	BFL_7	3644	F
L_var_00356	14287653	chr1	75	BL02962	9282055	BFL_7	3650	F
L_var_00357	14321168	chr1	76	BL02964	9314117	BFL_7	3652	F
L_var_00359	14350800	chr1	77	BL02880	8069224	BFL_7	3607	F
L_var_00360	14417062	chr1	78	BL02878	8051997	BFL_7	3605	F
L_var_00361	14421908	chr1	79	BL02879	8055848	BFL_7	3606	F
L_var_00370	14610729	chr1	81	BL00397	18292302	BFL_7	3807	F
L_var_00375	14695825	chr1	83	BL02870	7945687	BFL_7	3599	F
L_var_00379	14851956	chr1	84	BL02952	9075255	BFL_7	3642	F
L_var_00385	15101346	chr1	85	BL02954	9112973	BFL_7	3643	F
L_var_00386	15104947	chr1	86	BL02980	9446032	BFL_7	3662	F
L_var_00387	15150670	chr1	87	BL03199	13106272	BFL_7	3746	F
L_var_00390	15248618	chr1	88	BL03178	12744502	BFL_7	3731	F
L_var_00409	15971948	chr1	89	BL22585	22806902	BFL_7	3839	F
L_var_00421	16299501	chr1	93	BL02989	9553164	BFL_7	3666	F
L_var_00424	16384260	chr1	95	BL03047	10659079	BFL_7	3690	F
L_var_00425	16471121	chr1	96	BL03155	12412908	BFL_7	3721	F
L_var_00426	16476024	chr1	97	BL02577	2716791	BFL_7	3495	F
L_var_00427	16603571	chr1	98	BL02576	2575859	BFL_7	3494	F
L_var_00430	16699286	chr1	99	BL02594	3290646	BFL_7	3500	F
L_var_00432	16748666	chr1	101	BL02938	8953363	BFL_7	3635	F
L_var_00434	16831883	chr1	102	BL02679	4594606	BFL_7	3530	F
L_var_00438	16909958	chr1	103	BL24457	16597387	BFL_7	3794	F
L_var_00441	17030388	chr1	104	BL02675	4570537	BFL_7	3528	F
L_var_00445	17127487	chr1	105	BL24463	16371812	BFL_7	3791	F
L_var_00446	17133794	chr1	106	BL02893	8214711	BFL_7	3612	F
L_var_00455	17366876	chr1	107	BL02561	2106829	BFL_7	3489	F
L_var_00456	17462729	chr1	108	BL02563	2248998	BFL_7	3490	F
L_var_00457	17503623	chr1	109	BL24570	14159695	BFL_7	3765	F
L_var_00463	17683128	chr1	111	BL02877	8046709	BFL_7	3604	F
L_var_00470	17806901	chr1	114	BL02590	3237115	BFL_7	3497	F
L_var_00471	17815088	chr1	115	BL02617	3886417	BFL_7	3509	F
L_var_00474	17869205	chr1	116	BL22558	22121908	BFL_7	3832	F
L_var_00476	17887152	chr1	117	BL26499	19642605	BFL_7	3812	F
L_var_00478	17934357	chr1	118	BL02975	9418134	BFL_7	3660	F
L_var_00479	17976579	chr1	120	BL02974	9407297	BFL_7	3659	F
L_var_00481	17982958	chr1	121	BL26583	25001513	BFL_7	3863	F
L_var_00483	18023716	chr1	122	BL26581	25055055	BFL_7	3864	F
L_var_00484	18023863	chr1	123	BL03042	10585825	BFL_7	3687	F
L_var_00486	18085184	chr1	124	BL00436	17560322	BFL_7	3803	F
L_var_00488	18183907	chr1	125	BL02890	8150429	BFL_7	3611	F
L_var_00490	18200873	chr1	127	BL11842	361348	BFL_7	3466	F
L_var_00491	18208584	chr1	128	BL26497	19667492	BFL_7	3813	F
L_var_00492	18212759	chr1	129	BL02567	2320940	BFL_7	3492	F
L_var_00493	18255056	chr1	130	BL02543	1669849	BFL_7	3481	F
L_var_00494	18269996	chr1	131	BL02774	5905866	BFL_7	3557	F
L_var_00495	18301244	chr1	132	BL02745	5511658	BFL_7	3552	F
L_var_00496	18305862	chr1	133	BL02744	5497607	BFL_7	3551	F
L_var_00498	18391652	chr1	134	BL02743	5466952	BFL_7	3550	F
L_var_00499	18593876	chr1	135	BL02741	5386182	BFL_7	3548	F
L_var_00504	18750338	chr1	136	BL02937	8935053	BFL_7	3634	F
L_var_00505	18795457	chr1	137	BL02711	5040758	BFL_7	3541	F
L_var_00508	18819611	chr1	138	BL03108	11466189	BFL_7	3706	F
L_var_00510	18842881	chr1	139	BL03185	12876842	BFL_7	3736	F
L_var_00512	18927976	chr1	140	BL16942	24235122	BFL_7	3853	F
L_var_00514	18961983	chr1	141	BL22638	24217046	BFL_7	3852	F
L_var_00515	18962251	chr1	142	BL22637	24207105	BFL_7	3851	F
L_var_00516	19017285	chr1	143	BL22636	24117821	BFL_7	3850	F
L_var_00517	19097420	chr1	144	BL24589	13728777	BFL_7	3755	F
L_var_00523	19275507	chr1	146	BL03095	11360126	BFL_7	3702	F
L_var_00524	19302826	chr1	147	BL03090	11332846	BFL_7	3701	F
L_var_00527	19412679	chr1	150	BL24573	14127441	BFL_7	3764	F
L_var_00530	19468812	chr1	151	BL02575	2438915	BFL_7	3493	F
L_var_00531	19580326	chr1	152	BL03088	11304708	BFL_7	3700	F
L_var_00532	19629591	chr1	153	BL02665	4441498	BFL_7	3523	F
L_var_00535	19683960	chr1	154	BL24513	15169957	BFL_7	3777	F
L_var_00547	20013880	chr1	156	BL02814	7034559	BFL_7	3568	F
L_var_00548	20045074	chr1	157	BL02901	8360287	BFL_7	3616	F
L_var_00551	20125530	chr1	159	BL03157	12436385	BFL_7	3722	F
L_var_00553	20148424	chr1	160	BL02681	4610657	BFL_7	3531	F
L_var_00558	20256165	chr1	162	BL22542	21819973	BFL_7	3828	F
L_var_00559	20361148	chr1	163	BL11843	371848	BFL_7	3467	F
L_var_00563	20481297	chr1	164	BL02550	1864705	BFL_7	3485	F
L_var_00568	20651624	chr1	165	BL02817	7069176	BFL_7	3571	F
L_var_00569	20659756	chr1	166	BL02835	7486220	BFL_7	3581	F
L_var_00571	20718582	chr1	167	BL02601	3564980	BFL_7	3502	F
L_var_00583	20921902	chr1	168	BL02987	9498896	BFL_7	3664	F
L_var_00585	20981975	chr1	169	BL02945	9012099	BFL_7	3638	F
L_var_00586	21014836	chr1	170	BL02912	8484138	BFL_7	3622	F
L_var_00594	21244173	chr1	171	BL03110	11499563	BFL_7	3708	F
L_var_00596	21279714	chr1	172	BL02982	9454223	BFL_7	3663	F
L_var_00597	21309022	chr1	173	BL03205	13153821	BFL_7	3749	F
L_var_00598	21324168	chr1	174	BL02841	7558917	BFL_7	3585	F
L_var_00599	21343611	chr1	175	BL03052	10710502	BFL_7	3692	F
L_var_00600	21359321	chr1	176	BL02853	7680930	BFL_7	3590	F
L_var_00603	21431518	chr1	177	BL03030	10324275	BFL_7	3682	F
L_var_00610	21640206	chr1	178	BL22563	22213286	BFL_7	3834	F
L_var_00617	21749889	chr1	181	BL24467	16332109	BFL_7	3789	F
L_var_00619	21769084	chr1	182	BL02736	5342200	BFL_7	3544	F
L_var_00623	21850474	chr1	184	BL02755	5687488	BFL_7	3554	F
L_var_00625	22046020	chr1	185	BL24527	14913386	BFL_7	3774	F
L_var_00627	22133627	chr1	186	BL03182	12808444	BFL_7	3733	F
L_var_00629	22187853	chr1	187	BL03183	12848125	BFL_7	3734	F
L_var_00631	22227964	chr1	188	BL03184	12856620	BFL_7	3735	F
L_var_00635	22320703	chr1	189	BL22569	22350319	BFL_7	3835	F
L_var_00638	22379902	chr1	190	BL02894	8256415	BFL_7	3613	F
L_var_00656	23122225	chr1	191	BL03071	10962628	BFL_7	3695	F
L_var_00658	23280857	chr1	192	BL03160	12517938	BFL_7	3723	F
L_var_00659	23284218	chr1	193	BL02846	7593039	BFL_7	3588	F
L_var_00664	23617276	chr1	194	BL26584	24997156	BFL_7	3862	F
L_var_00689	24374637	chr1	195	BL02547	1747385	BFL_7	3482	F
L_var_00698	24602341	chr1	197	BL02913	8501015	BFL_7	3623	F
L_var_00701	24703128	chr1	198	BL26553	25722647	BFL_7	3874	F
L_var_00709	24845188	chr1	199	BL03198	13085569	BFL_7	3745	F
L_var_00716	25130909	chr1	201	BL02997	9695303	BFL_7	3669	F
L_var_00721	25224833	chr1	202	BL03131	11797631	BFL_7	3713	F
L_var_00723	25342596	chr1	203	BL24444	16915119	BFL_7	3797	F
L_var_00724	25384301	chr1	204	BL02686	4681640	BFL_7	3533	F
L_var_00726	25441042	chr1	206	BL03120	11567674	BFL_7	3709	F
L_var_00749	26309202	chr1	209	BL02772	5896834	BFL_7	3556	F
L_var_00766	26942939	chr1	212	BL24465	16355552	BFL_7	3790	F
L_var_00769	27033688	chr1	213	BL11847	470336	BFL_7	3470	F
L_var_00776	27474726	chr1	214	BL02610	3711636	BFL_7	3505	F
L_var_00781	27568682	chr1	215	BL02904	8400419	BFL_7	3619	F
L_var_00784	27710399	chr1	217	BL02737	5347073	BFL_7	3545	F
L_var_00793	27979016	chr1	218	BL03176	12690084	BFL_7	3729	F
L_var_00809	28618592	chr1	220	BL26568	25403371	BFL_7	3868	F
L_var_00831	29527280	chr1	221	BL02988	9547211	BFL_7	3665	F
L_var_00846	29827164	chr1	222	BL02947	9019366	BFL_7	3640	F
L_var_00849	29898887	chr1	223	BL26554	25712422	BFL_7	3873	F
L_var_00857	30057718	chr1	224	BL02556	2023440	BFL_7	3488	F
L_var_00859	30120670	chr1	225	BL02960	9229752	BFL_7	3648	F
L_var_00862	30172452	chr1	227	BL02671	4542965	BFL_7	3527	F
L_var_00868	30232914	chr1	228	BL02932	8876012	BFL_7	3633	F
L_var_00880	30546472	chr1	229	BL26453	20335776	BFL_7	3819	F
L_var_00881	30648228	chr1	230	BL02926	8789249	BFL_7	3630	F
L_var_00883	30719632	chr1	231	BL26483	19927090	BFL_7	3814	F
L_var_00887	30805015	chr1	232	BL02976	9425776	BFL_7	3661	F
L_var_00898	31050534	chr1	233	BL03180	12777134	BFL_7	3732	F
L_var_00900	31104310	chr1	234	BL03082	11229071	BFL_7	3698	F
L_var_00904	31198174	chr1	235	BL03135	11852348	BFL_7	3715	F
L_var_00905	31278637	chr1	236	BL26452	20283037	BFL_7	3818	F
L_var_00910	31564545	chr1	237	BL24469	16294634	BFL_7	3788	F
L_var_00914	31660810	chr1	238	BL26457	20430229	BFL_7	3822	F
L_var_00915	31689095	chr1	239	BL02973	9396687	BFL_7	3658	F
L_var_00916	31720772	chr1	240	BL24499	15354798	BFL_7	3780	F
L_var_00926	32174738	chr1	241	BL24586	13867896	BFL_7	3757	F
L_var_00928	32192976	chr1	242	BL24601	13319747	BFL_7	3752	F
L_var_00929	32243605	chr1	243	BL03201	13125510	BFL_7	3748	F
L_var_00931	32288952	chr1	245	BL03170	12638241	BFL_7	3725	F
L_var_00932	32316375	chr1	246	BL02916	8564844	BFL_7	3624	F
L_var_00934	32406375	chr1	247	BL03022	10117399	BFL_7	3681	F
L_var_00935	32437600	chr1	248	BL03043	10592615	BFL_7	3688	F
L_var_00936	32441925	chr1	249	BL03041	10576939	BFL_7	3686	F
L_var_00937	32491766	chr1	250	BL02539	1597054	BFL_7	3479	F
L_var_00941	32672100	chr1	252	BL02854	7686408	BFL_7	3591	F
L_var_00942	32700248	chr1	253	BL03075	11009959	BFL_7	3697	F
L_var_00943	32706319	chr1	254	BL26589	24849967	BFL_7	3859	F
L_var_00945	32746586	chr1	255	BL26590	24842730	BFL_7	3858	F
L_var_00948	32779053	chr1	256	BL02549	1825438	BFL_7	3484	F
L_var_00947	32781793	chr1	257	BL03072	10988034	BFL_7	3696	F
L_var_00951	32832543	chr1	259	BL02939	8958707	BFL_7	3636	F
L_var_00952	32846332	chr1	260	BL22570	22375458	BFL_7	3836	F
L_var_00957	32980099	chr1	262	BL02868	7916971	BFL_7	3598	F
L_var_00958	32985120	chr1	263	BL02957	9146852	BFL_7	3645	F
L_var_00959	33007766	chr1	264	BL02966	9324327	BFL_7	3654	F
L_var_00960	33055028	chr1	265	BL02965	9318267	BFL_7	3653	F
L_var_00962	33072830	chr1	266	BL00432	17714745	BFL_7	3805	F
L_var_00972	33299784	chr1	269	BL02540	1611331	BFL_7	3480	F
L_var_00978	33555864	chr1	270	BL00445	17486514	BFL_7	3801	F
L_var_00980	33615523	chr1	271	BL02801	6726815	BFL_7	3562	F
L_var_00981	33623347	chr1	272	BL03109	11472831	BFL_7	3707	F
L_var_00991	33949040	chr1	273	BL26456	20395115	BFL_7	3821	F
L_var_00992	33955326	chr1	274	BL26455	20385943	BFL_7	3820	F
L_var_00993	33995776	chr1	275	BL02925	8778709	BFL_7	3629	F
L_var_00994	34032187	chr1	276	BL26550	25780920	BFL_7	3877	F
L_var_00998	34285479	chr1	278	BL24598	13358244	BFL_7	3753	F
L_var_01001	34399398	chr1	279	BL02632	4011306	BFL_7	3514	F
L_var_01004	34497446	chr1	281	BL02776	6014992	BFL_7	3558	F
L_var_01005	34522156	chr1	282	BL24447	16875354	BFL_7	3795	F
L_var_01006	34534343	chr1	283	BL24446	16885026	BFL_7	3796	F
L_var_01008	34576356	chr1	284	BL03032	10379028	BFL_7	3683	F
L_var_01011	34747469	chr1	285	BL11867	1204765	BFL_7	3473	F
L_var_01013	34792943	chr1	286	BL11864	713572	BFL_7	3471	F
L_var_01014	34868743	chr1	287	BL02993	9645214	BFL_7	3667	F
L_var_01016	34947029	chr1	288	BL03173	12661588	BFL_7	3728	F
L_var_01017	34968535	chr1	289	BL02815	7043525	BFL_7	3569	F
L_var_01018	34991298	chr1	290	BL02663	4423523	BFL_7	3521	F
L_var_01019	35000641	chr1	291	BL02664	4426936	BFL_7	3522	F
L_var_01020	35029721	chr1	292	BL02654	4303869	BFL_7	3519	F
L_var_01027	35258548	chr1	293	BL22562	22180427	BFL_7	3833	F
L_var_01036	35420314	chr1	296	BL24540	14725831	BFL_7	3772	F
L_var_01037	35453826	chr1	297	BL24537	14781710	BFL_7	3773	F
L_var_01039	35521363	chr1	298	BL26472	20821779	BFL_7	3826	F
L_var_01043	35605901	chr1	300	BL02876	8028237	BFL_7	3603	F
L_var_01044	35664133	chr1	301	BL26587	24924728	BFL_7	3861	F
L_var_01048	35798769	chr1	305	BL11804	1274904	BFL_7	3474	F
L_var_01050	35841763	chr1	306	BL03152	12362144	BFL_7	3720	F
L_var_01053	35912677	chr1	307	BL02690	4741527	BFL_7	3534	F
L_var_01057	36091036	chr1	309	BL03003	9786473	BFL_7	3674	F
L_var_01058	36151572	chr1	310	BL03002	9778016	BFL_7	3673	F
L_var_01060	36204755	chr1	312	BL02855	7718209	BFL_7	3592	F
L_var_01062	36238327	chr1	313	BL02748	5541424	BFL_7	3553	F
L_var_01063	36326213	chr1	314	BL03191	13029736	BFL_7	3740	F
L_var_01064	36378810	chr1	315	BL02971	9382357	BFL_7	3657	F
L_var_01068	36586147	chr1	318	BL02615	3790877	BFL_7	3507	F
L_var_01076	37185059	chr1	319	BL02710	5021244	BFL_7	3540	F
L_var_01078	37225750	chr1	320	BL03132	11804126	BFL_7	3714	F
L_var_01082	37302590	chr1	322	BL00392	18508949	BFL_7	3808	F
L_var_01086	37412991	chr1	323	BL02666	4471313	BFL_7	3524	F
L_var_01088	37484256	chr1	324	BL24460	16421402	BFL_7	3793	F
L_var_01092	37615630	chr1	326	BL26552	25733991	BFL_7	3875	F
L_var_01097	37827985	chr1	327	BL03137	11931520	BFL_7	3716	F
L_var_01099	37881158	chr1	328	BL26544	25891021	BFL_7	3878	F
L_var_01104	37942147	chr1	331	BL03106	11434521	BFL_7	3705	F
L_var_01105	37951468	chr1	332	BL03187	12912846	BFL_7	3738	F
L_var_01106	37997114	chr1	333	BL03193	13047464	BFL_7	3742	F
L_var_01107	37999292	chr1	334	BL02580	2769693	BFL_7	3496	F
L_var_01108	38031790	chr1	335	BL02874	8000842	BFL_7	3601	F
L_var_01109	38087598	chr1	336	BL02959	9170214	BFL_7	3647	F
L_var_01110	38125453	chr1	337	BL02963	9305842	BFL_7	3651	F
L_var_01111	38132837	chr1	338	BL24493	15591246	BFL_7	3783	F
L_var_01112	38172002	chr1	339	BL03100	11403603	BFL_7	3703	F
L_var_01117	38265366	chr1	340	BL03005	9884519	BFL_7	3675	F
L_var_01118	38352789	chr1	341	BL11796	1472681	BFL_7	3476	F
