s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg
PL10490	25822130	chrom1	291	g156165	12182209	scaffold_4	1434	A1
PL09852	25831324	chrom1	292	g160589	33748517	scaffold_4	1732	A1
PL08654	25847061	chrom1	293	g160596	33771441	scaffold_4	1733	A1
PL08165	25884065	chrom1	294	g157638	19012920	scaffold_4	1538	A1
PL09442	26038307	chrom1	295	g160818	34826321	scaffold_4	1754	A1
PL09877	26258876	chrom1	296	g155955	11158215	scaffold_4	1416	A1
PL09505	26307893	chrom1	297	g160889	35306751	scaffold_4	1760	A1
PL10889	26498816	chrom1	299	g156017	11387827	scaffold_4	1424	A1
PL10828	26519466	chrom1	300	g156012	11381370	scaffold_4	1423	A1
PL08390	26550959	chrom1	301	g157878	20213114	scaffold_4	1561	A1
PL09596	26712344	chrom1	302	g157874	20200019	scaffold_4	1560	A1
PL08419	26742874	chrom1	303	g162027	41172761	scaffold_4	1845	A1
PL08181	26774555	chrom1	304	g159480	28323758	scaffold_4	1678	A1
PL08420	26816306	chrom1	305	g161569	38622393	scaffold_4	1815	A1
PL08726	27293654	chrom1	306	g155618	9605457	scaffold_4	1389	A1
PL10391	27317166	chrom1	307	g155658	9779000	scaffold_4	1394	A1
PL10944	27408064	chrom1	308	g155561	9267303	scaffold_4	1385	A1
PL11143	27463283	chrom1	309	g159536	28609362	scaffold_4	1683	A1
PL09220	27725034	chrom1	311	g162286	42385866	scaffold_4	1859	A1
PL08607	27752527	chrom1	312	g157969	20729992	scaffold_4	1567	A1
PL09265	27803605	chrom1	313	g156978	15796339	scaffold_4	1483	A1
PL08338	27807377	chrom1	314	g158735	24470175	scaffold_4	1624	A1
PL10047	27834784	chrom1	315	g158737	24474507	scaffold_4	1625	A1
PL09621	28081412	chrom1	316	g157117	16438383	scaffold_4	1492	A1
PL11211	28082241	chrom1	317	g157118	16441450	scaffold_4	1493	A1
PL09759	28141030	chrom1	318	g158734	24464078	scaffold_4	1623	A1
PL10160	28146794	chrom1	319	g157683	19200773	scaffold_4	1545	A1
PL11058	28163060	chrom1	320	g157682	19197222	scaffold_4	1544	A1
PL10060	28222762	chrom1	321	g157678	19179442	scaffold_4	1543	A1
PL08704	28290868	chrom1	322	g163156	47307125	scaffold_4	1888	A1
PL09615	28397838	chrom1	323	g158456	23219433	scaffold_4	1593	A1
PL11012	28556804	chrom1	324	g159210	27004964	scaffold_4	1653	A1
PL10287	36399255	chrom1	389	g162979	46499229	scaffold_4	1885	A1
PL09238	42184458	chrom1	438	g159579	28848161	scaffold_4	1684	A1
PL10945	42227046	chrom1	439	g156896	15484263	scaffold_4	1477	A1
PL10250	42242224	chrom1	440	g163331	48233933	scaffold_4	1899	A1
PL07996	42534742	chrom1	441	g154666	5419065	scaffold_4	1329	A1
PL10804	42566082	chrom1	442	g158499	23388810	scaffold_4	1596	A1
PL09404	42716980	chrom1	444	g154687	5505058	scaffold_4	1334	A1
PL11042	42840681	chrom1	445	g157282	17266923	scaffold_4	1507	A1
PL08155	42843856	chrom1	446	g163343	48340605	scaffold_4	1902	A1
PL10108	42891516	chrom1	447	g157370	17748754	scaffold_4	1515	A1
PL11270	42907009	chrom1	448	g157550	18620569	scaffold_4	1533	A1
PL11040	42937380	chrom1	449	g157556	18644307	scaffold_4	1534	A1
PL10085	42960845	chrom1	450	g163170	47355782	scaffold_4	1890	A1
PL08177	42961050	chrom1	451	g158101	21423966	scaffold_4	1574	A1
PL10667	43003378	chrom1	452	g163464	48922183	scaffold_4	1908	A1
PL08109	43015723	chrom1	453	g158766	24600371	scaffold_4	1627	A1
PL09279	43068354	chrom1	454	g159287	27436873	scaffold_4	1657	A1
PL09320	43213063	chrom1	455	g162402	43053526	scaffold_4	1868	A1
PL08137	43271777	chrom1	456	g159646	29288490	scaffold_4	1691	A1
PL08356	43343473	chrom1	457	g160789	34687088	scaffold_4	1749	A1
PL09767	43568533	chrom1	458	g160790	34694404	scaffold_4	1750	A1
PL10524	43629395	chrom1	459	g158726	24431069	scaffold_4	1621	A1
PL08585	43787169	chrom1	461	g158731	24448192	scaffold_4	1622	A1
PL08226	43924008	chrom1	462	g155781	10510895	scaffold_4	1406	A1
PL10985	44057729	chrom1	463	g158245	22231817	scaffold_4	1585	A1
PL09631	44262160	chrom1	464	g160991	35807544	scaffold_4	1768	A1
PL09737	44350859	chrom1	465	g153652	520621	scaffold_4	1266	A1
PL10360	44508153	chrom1	466	g155130	7624074	scaffold_4	1357	A1
PL08752	44574863	chrom1	467	g155121	7570796	scaffold_4	1356	A1
PL10549	44697756	chrom1	469	g158510	23473411	scaffold_4	1598	A1
PL08473	44708314	chrom1	470	g158511	23479770	scaffold_4	1599	A1
PL09041	44729676	chrom1	471	g158514	23498019	scaffold_4	1600	A1
PL08959	44737572	chrom1	472	g163534	49303088	scaffold_4	1911	A1
PL10332	45003083	chrom1	474	g156847	15322864	scaffold_4	1474	A1
PL10070	45048640	chrom1	475	g156845	15306984	scaffold_4	1473	A1
PL10425	45363165	chrom1	477	g155988	11284930	scaffold_4	1420	A1
PL09774	45842210	chrom1	478	g155974	11237214	scaffold_4	1419	A1
PL09407	45842669	chrom1	479	g156889	15447656	scaffold_4	1476	A1
PL09658	45862710	chrom1	480	g154898	6472055	scaffold_4	1352	A1
PL10154	45940681	chrom1	481	g155415	8713878	scaffold_4	1372	A1
PL10097	46058491	chrom1	483	g162140	41744742	scaffold_4	1854	A1
PL09867	46116206	chrom1	484	g159589	28901773	scaffold_4	1685	A1
PL08388	46125738	chrom1	485	g159393	27975443	scaffold_4	1669	A1
PL11174	46158573	chrom1	486	g154696	5539844	scaffold_4	1338	A1
PL11335	46249625	chrom1	487	g155764	10448996	scaffold_4	1405	A1
PL09574	46497657	chrom1	488	g159987	30982125	scaffold_4	1708	A1
PL09144	46510006	chrom1	489	g160761	34577775	scaffold_4	1747	A1
PL08956	46565479	chrom1	490	g154742	5735707	scaffold_4	1340	A1
PL08211	46624110	chrom1	491	g154745	5747746	scaffold_4	1341	A1
PL08325	46716974	chrom1	492	g161780	39734591	scaffold_4	1825	A1
PL11275	46722731	chrom1	493	g161777	39729295	scaffold_4	1824	A1
PL08061	46922523	chrom1	495	g163817	50883459	scaffold_4	1934	A1
PL09300	47141263	chrom1	496	g157160	16619112	scaffold_4	1497	A1
PL08518	47161337	chrom1	497	g161305	37413490	scaffold_4	1793	A1
PL08441	47269669	chrom1	499	g163569	49455704	scaffold_4	1916	A1
PL10525	47326998	chrom1	500	g158230	22144133	scaffold_4	1582	A1
PL10747	47436754	chrom1	501	g154146	2900857	scaffold_4	1302	A1
PL11106	47581614	chrom1	502	g157849	20088033	scaffold_4	1558	A1
PL10499	47633353	chrom1	503	g157851	20100361	scaffold_4	1559	A1
PL09353	47680447	chrom1	504	g155555	9230038	scaffold_4	1384	A1
PL11220	47896262	chrom1	505	g159375	27889695	scaffold_4	1667	A1
PL10456	48001091	chrom1	506	g157178	16751023	scaffold_4	1498	A1
PL09399	48126395	chrom1	509	g158908	25443815	scaffold_4	1634	A1
PL09507	48130551	chrom1	510	g158917	25468020	scaffold_4	1635	A1
PL09504	48244401	chrom1	511	g158924	25513328	scaffold_4	1636	A1
PL10975	48353399	chrom1	512	g159381	27911790	scaffold_4	1668	A1
PL09038	48367111	chrom1	513	g159366	27847441	scaffold_4	1665	A1
PL08924	48367695	chrom1	514	g159368	27864291	scaffold_4	1666	A1
PL10046	48408493	chrom1	515	g161594	38797376	scaffold_4	1816	A1
PL09815	48434214	chrom1	516	g159400	28023949	scaffold_4	1671	A1
PL10577	48554465	chrom1	517	g153538	181412	scaffold_4	1261	A1
PL10851	48690855	chrom1	518	g159067	26314291	scaffold_4	1643	A1
PL10671	48829780	chrom1	520	g161253	37145042	scaffold_4	1782	A1
PL08115	48838776	chrom1	521	g161219	36881533	scaffold_4	1781	A1
PL09241	48866854	chrom1	522	g161255	37154234	scaffold_4	1783	A1
PL09298	48906955	chrom1	523	g160310	32485270	scaffold_4	1718	A1
PL08213	49409765	chrom1	526	g156398	13325630	scaffold_4	1448	A1
PL10044	49582335	chrom1	528	g161099	36285199	scaffold_4	1777	A1
PL09743	49631037	chrom1	529	g161092	36238216	scaffold_4	1776	A1
PL08563	49701893	chrom1	530	g162191	41948141	scaffold_4	1857	A1
PL10885	49724586	chrom1	531	g162188	41936500	scaffold_4	1856	A1
PL11081	49968503	chrom1	532	g161925	40450408	scaffold_4	1838	A1
PL10475	49997144	chrom1	533	g160709	34283484	scaffold_4	1740	A1
PL10303	50109144	chrom1	534	g154405	4329666	scaffold_4	1316	A1
PL10134	50133754	chrom1	535	g156096	11856399	scaffold_4	1429	A1
PL08824	50188284	chrom1	536	g156992	15909730	scaffold_4	1484	A1
PL10087	50222728	chrom1	537	g157987	20857549	scaffold_4	1568	A1
PL10803	50244196	chrom1	538	g155223	8088014	scaffold_4	1363	A1
PL11290	50248915	chrom1	539	g158521	23519958	scaffold_4	1601	A1
PL10076	50297055	chrom1	540	g153567	266439	scaffold_4	1263	A1
PL08658	50356117	chrom1	541	g155827	10692730	scaffold_4	1411	A1
PL11280	50549933	chrom1	543	g159466	28274207	scaffold_4	1677	A1
PL10175	50629773	chrom1	544	g156787	15047228	scaffold_4	1470	A1
PL08499	50908613	chrom1	545	g156676	14566220	scaffold_4	1469	A1
PL10794	50978232	chrom1	546	g156675	14557436	scaffold_4	1468	A1
PL10292	50999329	chrom1	547	g159716	29610820	scaffold_4	1696	A1
PL09492	51013290	chrom1	548	g159717	29613921	scaffold_4	1697	A1
PL11251	51130630	chrom1	549	g156666	14519539	scaffold_4	1467	A1
PL09008	51173953	chrom1	550	g153965	2114135	scaffold_4	1291	A1
PL08442	51306063	chrom1	551	g161067	36146783	scaffold_4	1772	A1
PL08446	51306575	chrom1	552	g157145	16547311	scaffold_4	1496	A1
