s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg
LOC100894133	4454627	scaffold_6	61	BL15720	12693813	BFL_3	2275	C2
LOC578394	4504713	scaffold_6	64	BL15554	15154948	BFL_3	2327	C2
LOC577137	4902069	scaffold_6	70	BL15579	14837161	BFL_3	2317	C2
LOC575376	5003634	scaffold_6	72	BL15649	13626384	BFL_3	2299	C2
LOC589684	5255811	scaffold_6	73	BL16802	1589035	BFL_3	2160	C2
LOC581558	5384881	scaffold_6	74	BL15491	16262693	BFL_3	2352	C2
LOC580011	5456479	scaffold_6	75	BL15791	11145185	BFL_3	2252	C2
LOC580618	5658092	scaffold_6	82	BL16849	4329371	BFL_3	2187	C2
LOC584529	6125127	scaffold_6	93	BL15667	13385333	BFL_3	2294	C2
LOC594485	6170717	scaffold_6	94	BL15754	12060695	BFL_3	2263	C2
LOC594488	6182740	scaffold_6	95	BL15469	16747085	BFL_3	2358	C2
LOC583286	6190015	scaffold_6	96	BL26311	6707	BFL_3	2152	C2
LOC583262	6225978	scaffold_6	97	BL15468	16757288	BFL_3	2359	C2
LOC579637	7137038	scaffold_6	107	BL15769	11728095	BFL_3	2258	C2
LOC373234	7361343	scaffold_6	111	BL20172	10587098	BFL_3	2239	C2
LOC753202	7495473	scaffold_6	112	BL16748	2512305	BFL_3	2169	C2
gnaq	7533659	scaffold_6	113	BL16749	2493625	BFL_3	2168	C2
LOC575597	7924182	scaffold_6	122	BL15540	15385207	BFL_3	2332	C2
LOC575560	8370925	scaffold_6	126	BL15460	16935121	BFL_3	2363	C2
LOC578352	8459338	scaffold_6	128	BL15785	11334723	BFL_3	2254	C2
LOC105439087	8538442	scaffold_6	130	BL20118	9504573	BFL_3	2225	C2
LOC578083	8562427	scaffold_6	131	BL20116	9447574	BFL_3	2223	C2
LOC594652	8789256	scaffold_6	132	BL15531	15511959	BFL_3	2337	C2
LOC580066	8823575	scaffold_6	135	BL14878	28411785	BFL_3	2567	Q
LOC579944	8848420	scaffold_6	137	BL15609	14189648	BFL_3	2310	C2
LOC579831	8908637	scaffold_6	138	BL15495	16194956	BFL_3	2350	C2
LOC579773	8953488	scaffold_6	139	BL15496	16182494	BFL_3	2349	C2
LOC584749	9326776	scaffold_6	142	BL15678	13174918	BFL_3	2288	C2
LOC580016	9496193	scaffold_6	145	BL16740	2633404	BFL_3	2174	C2
LOC582724	10097941	scaffold_6	156	BL15532	15503436	BFL_3	2336	C2
LOC100889919	10101153	scaffold_6	157	BL15679	13171122	BFL_3	2287	C2
LOC582715	10899032	scaffold_6	172	BL15511	15998256	BFL_3	2346	C2
LOC575234	15069142	scaffold_6	239	BL15670	13277389	BFL_3	2291	C2
LOC756234	15225865	scaffold_6	243	BL15514	15960237	BFL_3	2344	C2
LOC581921	15268720	scaffold_6	244	BL15553	15160682	BFL_3	2328	C2
LOC576891	15735586	scaffold_6	249	BL20157	10421166	BFL_3	2236	C2
LOC576833	15782212	scaffold_6	250	BL20156	10402739	BFL_3	2235	C2
LOC582488	15842549	scaffold_6	252	BL15706	12814499	BFL_3	2277	C2
LOC115918283	15893165	scaffold_6	253	BL13299	7489453	BFL_3	2199	C2
LOC578794	16914130	scaffold_6	257	BL15537	15445864	BFL_3	2333	C2
LOC582076	16981182	scaffold_6	259	BL15512	15992874	BFL_3	2345	C2
LOC100890059	17069826	scaffold_6	260	BL13316	5645699	BFL_3	2188	C2
LOC105442832	17151866	scaffold_6	261	BL16762	2379837	BFL_3	2167	C2
LOC581523	17178896	scaffold_6	263	BL15768	11735087	BFL_3	2259	C2
LOC594826	17363647	scaffold_6	266	BL15764	11897473	BFL_3	2261	C2
LOC578005	17502570	scaffold_6	268	BL15767	11756403	BFL_3	2260	C2
rab11	18291883	scaffold_6	279	BL15745	12144106	BFL_3	2266	C2
LOC583649	18294004	scaffold_6	280	BL15534	15468997	BFL_3	2335	C2
sia7	18341909	scaffold_6	281	BL15518	15887547	BFL_3	2342	C2
LOC578806	18391679	scaffold_6	282	BL15515	15925451	BFL_3	2343	C2
LOC594620	18408768	scaffold_6	283	BL15559	15064633	BFL_3	2323	C2
LOC581552	19828862	scaffold_6	298	BL15625	13902531	BFL_3	2307	C2
LOC584491	19868223	scaffold_6	300	BL15692	12988416	BFL_3	2280	C2
LOC373240	20100634	scaffold_6	301	BL16742	2607764	BFL_3	2172	C2
LOC584519	20100851	scaffold_6	302	BL00189	870099	BFL_3	2156	C2
LOC752284	20227291	scaffold_6	303	BL20154	10294884	BFL_3	2234	C2
LOC590467	20240171	scaffold_6	304	BL15805	10929194	BFL_3	2243	C2
LOC590445	20240322	scaffold_6	305	BL15806	10924573	BFL_3	2242	C2
LOC115918267	24128529	scaffold_6	357	BL15804	10944634	BFL_3	2244	C2
LOC583107	26843224	scaffold_6	390	BL15674	13191867	BFL_3	2289	C2
LOC755050	26874884	scaffold_6	392	BL16832	3411606	BFL_3	2181	C2
LOC585016	27023470	scaffold_6	395	BL15396	18354783	BFL_3	2389	Q
LOC581118	27084946	scaffold_6	396	BL15673	13213471	BFL_3	2290	C2
LOC576686	27531096	scaffold_6	398	BL15640	13709139	BFL_3	2303	C2
LOC576399	27580240	scaffold_6	399	BL15752	12083502	BFL_3	2264	C2
LOC115918272	27700406	scaffold_6	400	BL15732	12538224	BFL_3	2269	C2
LOC755122	28022033	scaffold_6	405	BL15546	15241828	BFL_3	2329	C2
LOC762467	28269861	scaffold_6	406	BL15633	13856745	BFL_3	2305	C2
LOC592010	28587146	scaffold_6	416	BL16829	3487955	BFL_3	2183	C2
LOC588386	28656081	scaffold_6	417	BL15788	11213700	BFL_3	2253	C2
LOC575286	28892060	scaffold_6	421	BL09954	6097000	BFL_3	2190	C2
LOC575429	28935089	scaffold_6	422	BL15648	13630521	BFL_3	2300	C2
LOC100889792	28955343	scaffold_6	423	BL15739	12266827	BFL_3	2267	C2
LOC579752	29236803	scaffold_6	427	BL20117	9497495	BFL_3	2224	C2
LOC579676	29261047	scaffold_6	428	BL15680	13144227	BFL_3	2286	C2
LOC752818	31249824	scaffold_6	445	BL20176	10698117	BFL_3	2240	C2
LOC115919171	31263071	scaffold_6	446	BL16831	3458610	BFL_3	2182	C2
LOC115919255	32621624	scaffold_6	454	BL16807	1372490	BFL_3	2157	C2
LOC115919158	33416612	scaffold_6	459	BL15607	14244950	BFL_3	2311	C2
LOC763676	33421926	scaffold_6	460	BL15800	10993885	BFL_3	2247	C2
LOC582493	33746350	scaffold_6	461	BL15643	13674667	BFL_3	2301	C2
LOC582526	33771756	scaffold_6	462	BL15666	13391888	BFL_3	2295	C2
LOC579180	33900759	scaffold_6	463	BL15642	13684974	BFL_3	2302	C2
rab8	33986843	scaffold_6	464	BL15536	15451142	BFL_3	2334	C2
LOC579306	34643017	scaffold_6	472	BL15623	13917006	BFL_3	2309	C2
LOC587197	35513953	scaffold_6	475	BL20136	9965324	BFL_3	2227	C2
LOC581228	35967638	scaffold_6	484	BL15566	14993917	BFL_3	2320	C2
LOC581284	36023356	scaffold_6	485	BL22892	7845068	BFL_3	2201	C2
LOC576164	37281101	scaffold_6	511	BL15721	12674447	BFL_3	2274	C2
LOC753198	39526680	scaffold_6	531	BL16720	3130067	BFL_3	2180	C2
LOC753172	40534872	scaffold_6	553	BL14969	26433780	BFL_3	2539	Q
LOC590931	40982554	scaffold_6	561	BL15422	17881222	BFL_3	2379	Q
LOC583339	42968490	scaffold_6	599	BL15471	16715728	BFL_3	2356	C2
LOC592336	43075359	scaffold_6	601	BL15784	11354277	BFL_3	2255	C2
LOC576434	43306358	scaffold_6	605	BL15668	13360062	BFL_3	2293	C2
LOC764762	43616114	scaffold_6	606	BL15543	15337320	BFL_3	2330	C2
LOC581153	43652207	scaffold_6	608	BL22888	7939336	BFL_3	2204	C2
LOC115918305	45298025	scaffold_6	620	BL00207	1391118	BFL_3	2158	C2
LOC115919514	45466657	scaffold_6	621	BL22866	8476847	BFL_3	2212	C2
LOC575999	47312072	scaffold_6	632	BL15470	16741676	BFL_3	2357	C2
LOC581024	49618075	scaffold_6	663	BL15665	13397315	BFL_3	2296	C2
LOC100888431	49741222	scaffold_6	664	BL15794	11123019	BFL_3	2251	C2
LOC579661	49964298	scaffold_6	668	BL16726	2974932	BFL_3	2179	C2
LOC575335	54258721	scaffold_6	736	BL15690	13020026	BFL_3	2281	C2
LOC115929992	54455334	scaffold_6	739	BL22862	8541221	BFL_3	2213	C2
LOC576927	54537424	scaffold_6	740	BL14945	27217108	BFL_3	2548	Q
LOC105438251	55622546	scaffold_6	761	BL15502	16080410	BFL_3	2348	C2
LOC577362	55704126	scaffold_6	763	BL15660	13453922	BFL_3	2297	C2
LOC578192	55911734	scaffold_6	765	BL16808	4067524	BFL_3	2186	C2
LOC588428	56256386	scaffold_6	767	BL15796	11045516	BFL_3	2249	C2
LOC576972	56420863	scaffold_6	769	BL22653	6300140	BFL_3	2191	C2
LOC582208	56458659	scaffold_6	770	BL15555	15141031	BFL_3	2326	C2
LOC574542	57047885	scaffold_6	781	BL15352	19421026	BFL_3	2413	Q
LOC585561	59449454	scaffold_6	802	BL20153	10258770	BFL_3	2233	C2
LOC589769	59709325	scaffold_6	804	BL15669	13344021	BFL_3	2292	C2
LOC584318	59787338	scaffold_6	805	BL15591	14566989	BFL_3	2315	C2
LOC593968	439407	scaffold_6	9	BL27603	14372215	BFL_5	2862	E
LOC580253	464296	scaffold_6	10	BL28168	23356077	BFL_5	3083	E
LOC580188	522388	scaffold_6	11	BL28167	23350005	BFL_5	3082	E
LOC580128	542078	scaffold_6	12	BL28170	23378290	BFL_5	3085	E
LOC577037	545218	scaffold_6	13	BL28171	23410635	BFL_5	3086	E
LOC579510	793278	scaffold_6	15	BL00335	3014167	BFL_5	2661	E
LOC764057	922642	scaffold_6	17	BL27856	18243416	BFL_5	2960	E
LOC577677	1659082	scaffold_6	20	BL27664	15451545	BFL_5	2889	E
LOC577743	1715568	scaffold_6	21	BL27882	18598725	BFL_5	2974	E
LOC575032	2805733	scaffold_6	36	BL00289	3889504	BFL_5	2666	E
LOC577649	2896325	scaffold_6	37	BL28121	22720330	BFL_5	3067	E
LOC575561	2901951	scaffold_6	38	BL11931	4987958	BFL_5	2677	E
LOC592592	3199892	scaffold_6	41	BL28027	21142433	BFL_5	3040	E
LOC373404	3251511	scaffold_6	42	BL27836	17918191	BFL_5	2951	E
LOC578889	4833473	scaffold_6	69	BL27735	16587184	BFL_5	2904	E
eif4e3	5891995	scaffold_6	88	BL27669	15610468	BFL_5	2891	E
LOC592391	5909508	scaffold_6	89	BL11925	5135116	BFL_5	2679	E
LOC585998	5991013	scaffold_6	91	BL27820	17721520	BFL_5	2943	E
LOC594510	10967518	scaffold_6	174	BL27428	11955735	BFL_5	2797	E
LOC754105	11108992	scaffold_6	175	BL27610	14497141	BFL_5	2868	E
LOC584408	11165097	scaffold_6	176	BL28119	22626839	BFL_5	3066	E
LOC592098	11385468	scaffold_6	177	BL09319	8762674	BFL_5	2732	E
LOC753939	11404386	scaffold_6	178	BL27269	27946351	BFL_5	3121	E
LOC753921	11405223	scaffold_6	179	BL27281	29068879	BFL_5	3128	E
LOC575693	11426446	scaffold_6	180	BL27698	16197277	BFL_5	2898	E
LOC752443	11428438	scaffold_6	181	BL27896	18844611	BFL_5	2983	E
LOC575960	11469929	scaffold_6	182	BL27910	19233710	BFL_5	2992	E
GATAc	11556165	scaffold_6	183	BL09274	9466274	BFL_5	2746	E
LOC576089	11621734	scaffold_6	184	BL21209	29273421	BFL_5	3135	E
LOC587059	11621735	scaffold_6	185	BL09312	8873317	BFL_5	2736	E
LOC592424	11641424	scaffold_6	186	BL16010	26847611	BFL_5	3110	E
LOC592405	11641444	scaffold_6	187	BL27451	12352811	BFL_5	2811	E
LOC585193	11665170	scaffold_6	188	BL27884	18613158	BFL_5	2976	E
LOC100887866	11728410	scaffold_6	189	BL27885	18640260	BFL_5	2977	E
LOC764148	11735534	scaffold_6	190	BL28001	20634770	BFL_5	3026	E
LOC593404	11801592	scaffold_6	191	BL28002	20647945	BFL_5	3027	E
LOC765066	11828909	scaffold_6	192	BL27803	17435430	BFL_5	2933	E
LOC754534	11833535	scaffold_6	193	BL27443	12160885	BFL_5	2804	E
LOC115919349	11839473	scaffold_6	194	BL27657	15319074	BFL_5	2888	E
LOC578218	12539322	scaffold_6	196	BL27549	13818847	BFL_5	2847	E
LOC115918265	12691448	scaffold_6	197	BL09451	6053095	BFL_5	2689	E
LOC575761	12804903	scaffold_6	198	BL09439	6403698	BFL_5	2692	E
LOC575694	12817042	scaffold_6	199	BL16978	25989351	BFL_5	3104	E
LOC578258	13433459	scaffold_6	200	BL27673	15637068	BFL_5	2892	E
LOC579085	13454933	scaffold_6	201	BL27598	14337865	BFL_5	2858	E
LOC579138	13499606	scaffold_6	202	BL27515	13199646	BFL_5	2829	E
LOC100890893	13499654	scaffold_6	203	BL09353	8065384	BFL_5	2721	E
LOC579511	13520197	scaffold_6	204	BL27472	12560213	BFL_5	2820	E
LOC100890827	13520365	scaffold_6	205	BL09366	7839380	BFL_5	2715	E
LOC589815	13572112	scaffold_6	206	BL09365	7889284	BFL_5	2716	E
LOC577255	13572352	scaffold_6	207	BL09361	7967988	BFL_5	2718	E
LOC577313	13586678	scaffold_6	208	BL27612	14517545	BFL_5	2869	E
LOC577383	13591738	scaffold_6	209	BL27946	19922523	BFL_5	3000	E
shr2	13621909	scaffold_6	210	BL09297	9163369	BFL_5	2741	E
LOC100890388	13622493	scaffold_6	211	BL09300	9145267	BFL_5	2740	E
LOC577753	13663014	scaffold_6	212	BL27339	10524871	BFL_5	2756	E
LOC577822	13680907	scaffold_6	213	BL27340	10535942	BFL_5	2757	E
LOC577957	13694651	scaffold_6	214	BL11921	5232623	BFL_5	2681	E
LOC755431	13756577	scaffold_6	215	BL27559	13925401	BFL_5	2853	E
LOC588264	13797840	scaffold_6	216	BL09419	6745946	BFL_5	2704	E
LOC594794	13813439	scaffold_6	217	BL12581	25173330	BFL_5	3098	E
LOC100889202	13960691	scaffold_6	218	BL25621	869588	BFL_5	2655	E
LOC754367	13972394	scaffold_6	220	BL28082	21971001	BFL_5	3059	E
LOC752241	14006576	scaffold_6	221	BL28179	23546705	BFL_5	3088	E
LOC585748	14181747	scaffold_6	224	BL27633	15007287	BFL_5	2878	E
LOC100888771	14183727	scaffold_6	225	BL27634	15031196	BFL_5	2879	E
LOC752034	14396655	scaffold_6	226	BL25623	912248	BFL_5	2656	E
LOC578067	14520855	scaffold_6	227	BL09321	8728887	BFL_5	2730	E
LOC579914	14528322	scaffold_6	228	BL27930	19715928	BFL_5	2996	E
LOC763537	14635158	scaffold_6	229	BL28074	21891980	BFL_5	3056	E
LOC580091	14667513	scaffold_6	230	BL17475	807289	BFL_5	2653	E
LOC589723	14682388	scaffold_6	231	BL27801	17412267	BFL_5	2932	E
LOC105437431	15304519	scaffold_6	246	BL21218	29440317	BFL_5	3139	E
LOC753187	15352118	scaffold_6	247	BL09347	8220273	BFL_5	2723	E
LOC580842	15623279	scaffold_6	248	BL27943	19901610	BFL_5	2999	E
LOC581359	17216957	scaffold_6	264	BL28072	21879327	BFL_5	3054	E
LOC100889163	18658151	scaffold_6	286	BL09421	6717323	BFL_5	2702	E
LOC752316	18676133	scaffold_6	287	BL27833	17859049	BFL_5	2949	E
LOC592279	18680284	scaffold_6	288	BL16024	26535152	BFL_5	3106	E
LOC582884	19094213	scaffold_6	290	BL27529	13459531	BFL_5	2835	E
LOC581868	19326550	scaffold_6	291	BL27599	14343409	BFL_5	2859	E
LOC581817	19349059	scaffold_6	292	BL27641	15092696	BFL_5	2882	E
LOC581823	19566482	scaffold_6	294	BL27834	17864361	BFL_5	2950	E
LOC414054	20280612	scaffold_6	306	BL27270	27962372	BFL_5	3122	E
LOC588083	20341248	scaffold_6	307	BL09291	9211601	BFL_5	2742	E
LOC582318	20354873	scaffold_6	308	BL12585	25208264	BFL_5	3099	E
LOC590861	20455819	scaffold_6	310	BL27477	12590171	BFL_5	2821	E
LOC105441547	20463662	scaffold_6	311	BL27522	13264007	BFL_5	2832	E
LOC577218	20814060	scaffold_6	313	BL09402	7170961	BFL_5	2708	E
LOC581567	20826317	scaffold_6	314	BL12586	25231836	BFL_5	3100	E
LOC584846	20865752	scaffold_6	315	BL27445	12240541	BFL_5	2806	E
LOC585232	20877421	scaffold_6	316	BL28036	21387400	BFL_5	3043	E
LOC585085	21011426	scaffold_6	317	BL28014	20888290	BFL_5	3035	E
LOC100890679	21180479	scaffold_6	322	BL27380	11233972	BFL_5	2774	E
LOC578457	21534880	scaffold_6	329	BL15995	27293895	BFL_5	3114	E
LOC576361	21590859	scaffold_6	330	BL15993	27350186	BFL_5	3115	E
LOC576498	21670907	scaffold_6	331	BL12578	25116031	BFL_5	3095	E
LOC586153	21739302	scaffold_6	334	BL09427	6584491	BFL_5	2697	E
LOC577928	21856734	scaffold_6	336	BL09336	8377557	BFL_5	2725	E
LOC100889201	21978351	scaffold_6	339	BL27886	18678550	BFL_5	2978	E
LOC590942	22013549	scaffold_6	340	BL27887	18724841	BFL_5	2979	E
LOC590968	22017116	scaffold_6	341	BL27463	12482671	BFL_5	2818	E
LOC590982	22055740	scaffold_6	342	BL27462	12457248	BFL_5	2817	E
LOC105446639	22057222	scaffold_6	343	BL27458	12406208	BFL_5	2816	E
LOC579797	22178541	scaffold_6	344	BL10959	24347440	BFL_5	3092	E
LOC578364	22185822	scaffold_6	345	BL10960	24335554	BFL_5	3091	E
LOC578221	22225895	scaffold_6	346	BL27897	18856146	BFL_5	2984	E
LOC577340	22471884	scaffold_6	347	BL28039	21504750	BFL_5	3045	E
LOC115919358	22775188	scaffold_6	348	BL27488	12703444	BFL_5	2823	E
LOC115919172	22987884	scaffold_6	349	BL27648	15181949	BFL_5	2886	E
LOC575613	23149963	scaffold_6	350	BL28028	21173373	BFL_5	3041	E
LOC577033	23369580	scaffold_6	353	BL27454	12380723	BFL_5	2813	E
LOC755564	23374815	scaffold_6	354	BL27453	12360799	BFL_5	2812	E
LOC590530	23407420	scaffold_6	355	BL28092	22109483	BFL_5	3062	E
LOC105438994	23764913	scaffold_6	356	BL27537	13636163	BFL_5	2841	E
LOC115917955	24204529	scaffold_6	358	BL27440	12109020	BFL_5	2802	E
LOC115919106	24220366	scaffold_6	359	BL27532	13554459	BFL_5	2838	E
LOC115919144	24247244	scaffold_6	360	BL27965	20202143	BFL_5	3011	E
LOC589513	24764609	scaffold_6	365	BL27526	13438313	BFL_5	2834	E
LOC583613	24803495	scaffold_6	366	BL27525	13388922	BFL_5	2833	E
LOC592923	25073911	scaffold_6	369	BL27987	20510290	BFL_5	3020	E
LOC115917898	25084942	scaffold_6	370	BL27985	20505884	BFL_5	3018	E
LOC592899	25084965	scaffold_6	371	BL27984	20491686	BFL_5	3017	E
LOC115919104	25122172	scaffold_6	372	BL27983	20445939	BFL_5	3016	E
LOC115918326	25981539	scaffold_6	373	BL27872	18457471	BFL_5	2968	E
LOC588017	26198804	scaffold_6	374	BL09422	6703724	BFL_5	2701	E
LOC105436686	26214978	scaffold_6	375	BL27778	17181739	BFL_5	2925	E
LOC115918306	26256896	scaffold_6	376	BL09264	9645976	BFL_5	2747	E
LOC588089	26428457	scaffold_6	377	BL27962	20151504	BFL_5	3009	E
LOC588054	26465904	scaffold_6	378	BL23878	10127938	BFL_5	2751	E
LOC589588	26511479	scaffold_6	380	BL27988	20520777	BFL_5	3021	E
LOC589611	26535720	scaffold_6	381	BL27378	11212552	BFL_5	2772	E
LOC583676	26546656	scaffold_6	382	BL27377	11198404	BFL_5	2771	E
LOC583717	26546705	scaffold_6	383	BL27376	11190482	BFL_5	2770	E
LOC105443717	26571294	scaffold_6	384	BL27878	18569995	BFL_5	2972	E
LOC577039	26605436	scaffold_6	385	BL27876	18538467	BFL_5	2970	E
LOC580124	26624905	scaffold_6	386	BL27875	18518719	BFL_5	2969	E
LOC100891632	26649202	scaffold_6	388	BL27877	18552465	BFL_5	2971	E
LOC583129	26697770	scaffold_6	389	BL28165	23287690	BFL_5	3080	E
LOC584099	28430674	scaffold_6	411	BL28141	22960778	BFL_5	3072	E
LOC584144	28485963	scaffold_6	413	BL28154	23110460	BFL_5	3077	E
LOC588142	29893938	scaffold_6	430	BL27832	17837198	BFL_5	2948	E
LOC585678	29919981	scaffold_6	431	BL27828	17758846	BFL_5	2945	E
LOC585657	29920395	scaffold_6	432	BL27855	18237731	BFL_5	2959	E
LOC591167	29933947	scaffold_6	433	BL27335	10440887	BFL_5	2754	E
LOC582206	30168644	scaffold_6	435	BL27830	17777112	BFL_5	2947	E
LOC115919115	30574078	scaffold_6	437	BL27410	11676209	BFL_5	2787	E
LOC115919116	30602303	scaffold_6	438	BL27951	19994920	BFL_5	3003	E
LOC593900	30626294	scaffold_6	439	BL16975	25681960	BFL_5	3103	E
LOC105439536	30648759	scaffold_6	440	BL16974	25666273	BFL_5	3102	E
LOC589255	30652956	scaffold_6	441	BL28091	22098380	BFL_5	3061	E
LOC589309	30683240	scaffold_6	442	BL16973	25653159	BFL_5	3101	E
LOC115918027	30707161	scaffold_6	443	BL27365	10928176	BFL_5	2764	E
LOC100891346	32080111	scaffold_6	453	BL27642	15102331	BFL_5	2883	E
LOC105437583	34291773	scaffold_6	468	BL27782	17225344	BFL_5	2926	E
LOC100891167	34359500	scaffold_6	469	BL27369	11067942	BFL_5	2766	E
LOC105438218	35795458	scaffold_6	478	BL27436	12059496	BFL_5	2800	E
LOC100888124	35807574	scaffold_6	479	BL27371	11101041	BFL_5	2767	E
LOC584196	35865096	scaffold_6	481	BL09329	8433035	BFL_5	2727	E
LOC587050	35889285	scaffold_6	482	BL28156	23128675	BFL_5	3079	E
LOC581402	35961916	scaffold_6	483	BL09318	8767301	BFL_5	2733	E
LOC100888929	36036508	scaffold_6	486	BL28013	20883202	BFL_5	3034	E
LOC594242	36065674	scaffold_6	487	BL28015	20895762	BFL_5	3036	E
LOC762700	36357191	scaffold_6	492	BL28042	21537329	BFL_5	3046	E
LOC578100	36481343	scaffold_6	493	BL27624	14727661	BFL_5	2876	E
LOC577959	36483889	scaffold_6	494	BL27520	13248563	BFL_5	2831	E
LOC100888148	36626624	scaffold_6	495	BL28152	23087076	BFL_5	3076	E
LOC579576	36666509	scaffold_6	497	BL27275	28311467	BFL_5	3125	E
LOC579456	36731581	scaffold_6	498	BL28166	23317504	BFL_5	3081	E
LOC579389	36758704	scaffold_6	499	BL27354	10809389	BFL_5	2761	E
LOC579325	36758760	scaffold_6	500	BL27892	18787808	BFL_5	2981	E
LOC579199	36788108	scaffold_6	501	BL27890	18769400	BFL_5	2980	E
LOC581333	36839999	scaffold_6	502	BL09473	5763942	BFL_5	2688	E
LOC577618	36935968	scaffold_6	503	BL27548	13810899	BFL_5	2846	E
LOC589628	36960481	scaffold_6	504	BL27871	18441643	BFL_5	2967	E
LOC581269	36999676	scaffold_6	505	BL27717	16422399	BFL_5	2903	E
LOC100892588	37082575	scaffold_6	506	BL27707	16316045	BFL_5	2900	E
LOC100892656	37089198	scaffold_6	507	BL28143	22974763	BFL_5	3074	E
LOC583545	37123082	scaffold_6	508	BL28144	22981512	BFL_5	3075	E
LOC583525	37123854	scaffold_6	509	BL27713	16367498	BFL_5	2902	E
LOC586818	37201881	scaffold_6	510	BL27708	16328164	BFL_5	2901	E
LOC576917	38603064	scaffold_6	523	BL27346	10688033	BFL_5	2759	E
LOC587083	38615416	scaffold_6	524	BL27954	20018568	BFL_5	3006	E
LOC752101	38832543	scaffold_6	525	BL27338	10494655	BFL_5	2755	E
LOC115929968	38938278	scaffold_6	526	BL27390	11435841	BFL_5	2777	E
LOC115917920	38998335	scaffold_6	527	BL28046	21585094	BFL_5	3047	E
LOC586652	39214405	scaffold_6	530	BL21215	29356787	BFL_5	3138	E
