s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi
PL08484	3107678	chrom1	48	LOC115921368	39821342	scaffold_1	1544
PL10176	3130570	chrom1	49	LOC592552	42603153	scaffold_1	1561
PL08198	3350507	chrom1	50	LOC585391	42403849	scaffold_1	1560
PL08821	3722061	chrom1	51	LOC115921133	42034337	scaffold_1	1559
PL10376	3956082	chrom1	52	LOC579816	41964815	scaffold_1	1558
PL10546	4115535	chrom1	53	LOC100888077	11869291	scaffold_1	1358
PL09515	4127058	chrom1	54	LOC100888144	11905788	scaffold_1	1359
PL09529	4144535	chrom1	55	LOC100888619	11947577	scaffold_1	1361
PL08156	4191846	chrom1	56	LOC583158	40257428	scaffold_1	1547
PL10624	4235492	chrom1	57	LOC752440	40268060	scaffold_1	1548
PL10075	4325684	chrom1	58	LOC115917879	40435285	scaffold_1	1549
PL11125	4659042	chrom1	60	ets1	41398221	scaffold_1	1552
PL09698	4804081	chrom1	61	LOC100888041	41688611	scaffold_1	1553
PL09514	4842746	chrom1	62	LOC105447226	41845840	scaffold_1	1556
PL08749	4875994	chrom1	63	LOC763484	41821882	scaffold_1	1555
PL09967	4888258	chrom1	64	LOC763457	41817480	scaffold_1	1554
PL08538	5177666	chrom1	66	LOC580130	11735275	scaffold_1	1357
PL08323	5377100	chrom1	67	LOC764665	11435414	scaffold_1	1356
PL08502	5419692	chrom1	68	LOC586872	11326021	scaffold_1	1355
PL09277	5468319	chrom1	69	LOC586844	11298018	scaffold_1	1354
PL09939	5530741	chrom1	70	LOC763421	11253030	scaffold_1	1353
PL08961	5534415	chrom1	71	LOC100892642	11250187	scaffold_1	1352
PL09899	5554814	chrom1	72	LOC593916	11234057	scaffold_1	1351
PL10897	5585058	chrom1	73	LOC754437	11169504	scaffold_1	1350
PL10503	5607439	chrom1	74	LOC100891773	11160660	scaffold_1	1349
PL10822	5617718	chrom1	75	LOC100887981	24373823	scaffold_1	1441
PL10114	5687997	chrom1	76	LOC100887904	25559031	scaffold_1	1446
PL09356	5733088	chrom1	77	LOC105441536	16993853	scaffold_1	1383
PL10091	5849034	chrom1	78	LOC115920992	24219818	scaffold_1	1438
PL10489	5913307	chrom1	79	LOC590756	25385017	scaffold_1	1445
PL08120	5920070	chrom1	80	LOC115921002	25375852	scaffold_1	1444
PL09129	6062965	chrom1	81	LOC590273	29955823	scaffold_1	1483
PL09784	6117221	chrom1	82	Oct	29950852	scaffold_1	1482
PL11036	6153219	chrom1	83	LOC753603	29895885	scaffold_1	1481
PL10626	6213053	chrom1	84	LOC764638	29876769	scaffold_1	1480
PL08504	6260348	chrom1	85	LOC100891655	11139377	scaffold_1	1348
PL08433	6263581	chrom1	86	LOC105438477	11135528	scaffold_1	1347
PL10612	6288479	chrom1	87	LOC115921462	11087104	scaffold_1	1345
PL08859	6345128	chrom1	88	LOC115920911	11069393	scaffold_1	1344
PL11078	6365369	chrom1	89	LOC115920904	10472539	scaffold_1	1342
PL09623	6384254	chrom1	90	LOC589720	10459974	scaffold_1	1341
PL08347	6407104	chrom1	91	LOC592583	10435727	scaffold_1	1340
PL08493	13411496	chrom1	190	LOC115918198	48361181	scaffold_1	1611
PL10235	15035648	chrom1	227	LOC581487	3361526	scaffold_1	1278
PL11278	21002488	chrom1	360	LOC115921128	41284173	scaffold_1	1551
PL10998	24497839	chrom1	418	LOC581216	19117802	scaffold_1	1412
PL10980	24537584	chrom1	420	LOC100889471	26718727	scaffold_1	1449
PL09541	24575346	chrom1	421	LOC585190	26722525	scaffold_1	1450
PL08023	28696632	chrom1	507	LOC586438	19187578	scaffold_1	1414
PL08334	28735145	chrom1	508	LOC581266	19184685	scaffold_1	1413
PL10559	28860729	chrom1	509	LOC586418	19255598	scaffold_1	1415
PL09103	29079227	chrom1	511	LOC105436805	19830041	scaffold_1	1417
PL08424	29438150	chrom1	514	LOC115918419	20246931	scaffold_1	1418
PL08597	29449847	chrom1	515	LOC591797	20766686	scaffold_1	1419
PL09268	29882452	chrom1	519	LOC575705	22150546	scaffold_1	1422
PL09855	29900610	chrom1	520	LOC100892146	22166346	scaffold_1	1423
PL09025	29946479	chrom1	521	LOC115918421	22182381	scaffold_1	1424
PL09058	29948644	chrom1	522	LOC587806	22186475	scaffold_1	1425
PL09569	29972654	chrom1	523	LOC100892368	22204771	scaffold_1	1426
PL11109	30033236	chrom1	524	LOC580475	22216118	scaffold_1	1427
PL09764	30338395	chrom1	526	LOC105445097	22695045	scaffold_1	1429
PL11051	30389492	chrom1	527	LOC582934	22802724	scaffold_1	1430
PL08732	30411691	chrom1	528	LOC592600	23459412	scaffold_1	1432
PL11097	30448652	chrom1	529	LOC115918118	22866946	scaffold_1	1431
PL09720	30462124	chrom1	530	LOC587364	23613755	scaffold_1	1434
PL10260	30496675	chrom1	531	LOC105447611	25028715	scaffold_1	1443
PL09127	30607187	chrom1	532	LOC100888304	23730895	scaffold_1	1435
PL09193	30676059	chrom1	533	LOC115918424	23738716	scaffold_1	1436
PL08033	30722528	chrom1	534	LOC579592	10844015	scaffold_1	1343
PL09695	30764473	chrom1	535	LOC576303	10153803	scaffold_1	1337
PL09484	30765430	chrom1	536	LOC583692	10122029	scaffold_1	1336
PL08692	30903384	chrom1	537	LOC100888482	10088912	scaffold_1	1335
PL11067	31028461	chrom1	539	LOC593496	9974670	scaffold_1	1333
PL08087	31073925	chrom1	540	LOC105439745	9942361	scaffold_1	1332
PL09904	31084496	chrom1	541	LOC587653	9909702	scaffold_1	1331
PL10063	31113335	chrom1	542	LOC105446948	9777815	scaffold_1	1330
PL10314	31195649	chrom1	544	LOC100888602	9749461	scaffold_1	1329
PL08641	31519831	chrom1	545	LOC115920893	9327033	scaffold_1	1323
PL09480	31542900	chrom1	546	LOC589961	9472821	scaffold_1	1324
PL09564	31566767	chrom1	547	LOC574891	9167242	scaffold_1	1321
PL09055	31633550	chrom1	548	LOC574962	9115903	scaffold_1	1320
PL09323	31682599	chrom1	549	LOC590852	9318130	scaffold_1	1322
PL10508	31781221	chrom1	550	LOC592464	9621335	scaffold_1	1326
PL10458	31795211	chrom1	551	LOC753209	9651934	scaffold_1	1327
PL10470	31803800	chrom1	552	LOC577981	9690053	scaffold_1	1328
PL08594	31923163	chrom1	553	LOC587995	9050371	scaffold_1	1319
PL10632	32390428	chrom1	554	LOC587814	8591326	scaffold_1	1318
PL11119	32495191	chrom1	556	LOC580647	8503598	scaffold_1	1317
PL09074	32524625	chrom1	557	LOC580703	8473622	scaffold_1	1315
PL08714	32525534	chrom1	558	LOC580773	8473644	scaffold_1	1316
PL10226	32565566	chrom1	559	LOC580821	8450142	scaffold_1	1314
PL11276	32656493	chrom1	560	LOC100891569	7081637	scaffold_1	1308
PL08600	32697093	chrom1	561	LOC115921458	6908433	scaffold_1	1307
PL08205	32858712	chrom1	562	LOC115920876	6802665	scaffold_1	1306
PL10521	32938921	chrom1	563	LOC590912	6792943	scaffold_1	1305
PL09746	32964380	chrom1	564	LOC581667	6649087	scaffold_1	1304
PL09632	33334848	chrom1	565	LOC115921251	15596021	scaffold_1	1377
PL10106	33521100	chrom1	566	LOC105439585	16316079	scaffold_1	1379
PL10922	33677949	chrom1	567	LOC100892209	12758323	scaffold_1	1369
PL09274	33683828	chrom1	568	LOC105444758	17752165	scaffold_1	1400
PL08943	33697692	chrom1	569	LOC577339	12386794	scaffold_1	1367
PL09824	33697901	chrom1	570	LOC115920923	12368650	scaffold_1	1366
PL08572	33786744	chrom1	571	LOC586207	12296657	scaffold_1	1365
PL09938	33938497	chrom1	572	LOC100888428	11974891	scaffold_1	1363
PL08191	33984113	chrom1	573	LOC100888504	11962879	scaffold_1	1362
PL10604	34048925	chrom1	574	LOC588156	40814474	scaffold_1	1550
PL10558	34210229	chrom1	575	LOC592176	39533176	scaffold_1	1543
PL09244	34218186	chrom1	576	LOC100889100	39469133	scaffold_1	1542
PL08777	34247628	chrom1	577	LOC592355	39443924	scaffold_1	1541
PL09886	34281588	chrom1	578	LOC592339	39914786	scaffold_1	1545
PL10071	34293103	chrom1	579	LOC763730	47031076	scaffold_1	1604
PL11146	34306790	chrom1	580	LOC100892282	47007173	scaffold_1	1603
PL08159	34326446	chrom1	581	LOC115921166	46435009	scaffold_1	1599
PL11296	34355438	chrom1	582	LOC753366	46409175	scaffold_1	1598
PL08549	34365804	chrom1	583	LOC115918436	46867650	scaffold_1	1602
PL10936	34471121	chrom1	584	LOC115921161	46002861	scaffold_1	1596
PL08405	34518934	chrom1	585	LOC584228	46489333	scaffold_1	1600
PL09212	34556731	chrom1	586	LOC586589	45929164	scaffold_1	1595
PL08183	34587230	chrom1	587	LOC100893122	45918939	scaffold_1	1594
PL08999	34611102	chrom1	588	LOC100889650	45904624	scaffold_1	1593
PL10643	34629329	chrom1	589	LOC100889992	45885452	scaffold_1	1592
PL08288	34664403	chrom1	590	LOC100892040	45711523	scaffold_1	1590
PL08977	34673759	chrom1	591	LOC586691	45638550	scaffold_1	1588
PL08750	34815444	chrom1	592	LOC100890845	45647080	scaffold_1	1589
PL09332	34870112	chrom1	593	LOC115921155	45602517	scaffold_1	1587
PL11231	34893113	chrom1	594	LOC583019	45525122	scaffold_1	1586
PL09890	34936845	chrom1	595	LOC591425	45476459	scaffold_1	1585
PL11111	35128690	chrom1	596	LOC105444275	45043824	scaffold_1	1584
PL08928	35261275	chrom1	597	LOC105438000	44432850	scaffold_1	1583
PL08188	35282638	chrom1	598	LOC588567	44400292	scaffold_1	1582
PL10045	35282942	chrom1	599	LOC591293	44362744	scaffold_1	1581
PL09363	35930046	chrom1	601	LOC579489	44145182	scaffold_1	1580
PL09222	35941063	chrom1	602	LOC579430	44140785	scaffold_1	1579
PL09725	35961438	chrom1	603	LOC115921503	44088969	scaffold_1	1578
PL10139	36169090	chrom1	605	LOC586973	43766659	scaffold_1	1576
PL08754	36201242	chrom1	606	LOC591688	43667918	scaffold_1	1575
PL08437	36273291	chrom1	607	LOC762545	43609486	scaffold_1	1574
PL10669	36278245	chrom1	608	LOC100893616	43606338	scaffold_1	1573
PL10714	36302334	chrom1	609	LOC100890565	43488049	scaffold_1	1570
PL09383	36340414	chrom1	610	LOC100888362	42888429	scaffold_1	1566
PL10993	36352786	chrom1	611	LOC585934	42756852	scaffold_1	1565
PL09334	36391569	chrom1	612	LOC585913	42718894	scaffold_1	1564
PL11209	36413022	chrom1	614	LOC580530	42702394	scaffold_1	1563
PL10644	36656270	chrom1	615	LOC115921203	50501006	scaffold_1	1625
PL10162	36700598	chrom1	616	LOC115921433	50714978	scaffold_1	1627
PL08126	36760655	chrom1	617	LOC100890984	49677967	scaffold_1	1622
PL10757	36860559	chrom1	618	LOC100889983	49611239	scaffold_1	1621
PL08075	36879328	chrom1	619	LOC579188	49590705	scaffold_1	1619
PL08584	36880310	chrom1	620	LOC591735	49590756	scaffold_1	1620
PL10713	36927027	chrom1	622	LOC115921513	49491253	scaffold_1	1617
PL09675	36991653	chrom1	623	LOC105437020	49513948	scaffold_1	1618
PL08011	37111765	chrom1	624	LOC591370	49488748	scaffold_1	1616
PL11066	37137983	chrom1	625	LOC100889890	49453166	scaffold_1	1615
PL09259	37164202	chrom1	626	LOC585613	48185350	scaffold_1	1610
PL11087	37218438	chrom1	627	BACE	48125149	scaffold_1	1609
PL08290	37221077	chrom1	628	LOC100893354	47511916	scaffold_1	1605
PL10247	37396787	chrom1	629	LOC100887979	30320180	scaffold_1	1484
PL10552	37449961	chrom1	630	LOC105437082	47633683	scaffold_1	1606
PL09622	37480577	chrom1	631	LOC583227	47751565	scaffold_1	1607
PL08144	37571432	chrom1	632	LOC100893803	47781397	scaffold_1	1608
PL10220	37637266	chrom1	633	LOC100889814	48986036	scaffold_1	1614
PL10987	37698251	chrom1	634	LOC586619	48602361	scaffold_1	1613
PL10574	37725232	chrom1	635	LOC105438992	48582681	scaffold_1	1612
PL08452	37776212	chrom1	637	LOC589600	43532743	scaffold_1	1571
PL10281	37776298	chrom1	638	LOC100888916	43578740	scaffold_1	1572
PL10817	37976379	chrom1	640	LOC585010	51023849	scaffold_1	1629
PL09857	38244062	chrom1	643	LOC583615	51815069	scaffold_1	1631
PL08135	38325253	chrom1	645	LOC115918439	52192132	scaffold_1	1633
PL09538	38352586	chrom1	646	LOC752963	52052406	scaffold_1	1632
PL10629	38366574	chrom1	647	LOC582299	52234510	scaffold_1	1634
PL10708	38368256	chrom1	648	LOC590491	52607217	scaffold_1	1636
PL10089	38402503	chrom1	649	LOC404637	52664706	scaffold_1	1637
PL08728	38485300	chrom1	650	LOC577428	29763665	scaffold_1	1479
PL11212	38711631	chrom1	651	LOC105439348	31582212	scaffold_1	1486
PL11358	38722240	chrom1	652	LOC581848	31588674	scaffold_1	1487
PL10136	38753819	chrom1	653	LOC100892173	31611102	scaffold_1	1488
PL11326	38861106	chrom1	654	LOC100893011	31634675	scaffold_1	1489
PL10637	38970540	chrom1	655	LOC580499	31736431	scaffold_1	1490
PL10412	39010554	chrom1	656	LOC578417	31780094	scaffold_1	1491
PL10368	39064639	chrom1	657	LOC580678	31834496	scaffold_1	1492
PL10482	39103402	chrom1	658	LOC581310	31840098	scaffold_1	1493
PL10325	39120043	chrom1	659	LOC100892537	31864430	scaffold_1	1494
PL09771	39187909	chrom1	660	LOC580349	32228129	scaffold_1	1496
PL11348	39292501	chrom1	661	LOC583206	32449078	scaffold_1	1498
PL09670	39343335	chrom1	662	LOC579479	32512213	scaffold_1	1499
PL11322	39343733	chrom1	663	LOC589409	32512386	scaffold_1	1500
PL09429	39367887	chrom1	664	LOC579414	32524110	scaffold_1	1501
PL08842	39426105	chrom1	665	LOC579226	32554707	scaffold_1	1502
PL10366	39446692	chrom1	666	LOC581462	32570153	scaffold_1	1503
PL10488	39564094	chrom1	667	LOC576310	32944973	scaffold_1	1505
PL10301	39612197	chrom1	668	LOC762799	32978707	scaffold_1	1506
PL10183	39659301	chrom1	669	LOC577009	33020286	scaffold_1	1508
PL10300	39659483	chrom1	670	LOC577067	33019890	scaffold_1	1507
PL10852	39798590	chrom1	671	LOC762758	33147051	scaffold_1	1509
PL10382	39993560	chrom1	673	LOC587952	33420553	scaffold_1	1510
PL11329	40101823	chrom1	674	LOC100891032	33571530	scaffold_1	1511
PL11153	40278299	chrom1	677	LOC115917912	33655001	scaffold_1	1512
PL11077	40322023	chrom1	678	LOC100888462	33680231	scaffold_1	1513
PL09067	40406449	chrom1	679	LOC576882	33825707	scaffold_1	1514
PL09602	40547374	chrom1	680	LOC591083	33923876	scaffold_1	1515
PL08702	40938819	chrom1	681	LOC115918079	7825902	scaffold_1	1313
PL10514	40977641	chrom1	682	LOC115918440	7636302	scaffold_1	1310
PL08887	41037960	chrom1	683	LOC115918043	7591310	scaffold_1	1309
PL09825	41051115	chrom1	684	LOC105445717	5650437	scaffold_1	1302
PL09115	41066495	chrom1	685	LOC591744	5637376	scaffold_1	1301
PL09054	41126188	chrom1	686	LOC591794	5579239	scaffold_1	1300
PL08007	41174633	chrom1	687	LOC585963	5176105	scaffold_1	1299
PL08285	41350191	chrom1	688	LOC100890476	4776873	scaffold_1	1298
PL10601	41378994	chrom1	689	LOC100890539	4728519	scaffold_1	1297
PL08835	41477805	chrom1	690	LOC582522	4665197	scaffold_1	1296
PL09979	41490509	chrom1	691	LOC582550	4644551	scaffold_1	1295
PL10005	41509947	chrom1	692	LOC582585	4627218	scaffold_1	1294
PL09635	41630483	chrom1	695	LOC105444465	4213977	scaffold_1	1291
PL08925	41723723	chrom1	696	LOC754353	4417885	scaffold_1	1292
PL08071	41793313	chrom1	697	LOC105439812	4443813	scaffold_1	1293
PL08930	42095651	chrom1	698	LOC583735	3460866	scaffold_1	1282
PL11256	42119864	chrom1	699	LOC594598	3435834	scaffold_1	1281
PL10039	42127337	chrom1	700	LOC591116	3433230	scaffold_1	1280
PL09418	42157853	chrom1	701	LOC105438467	3417147	scaffold_1	1279
PL10649	53539334	chrom1	905	LOC115918406	476337	scaffold_1	1248
PL08823	53578632	chrom1	906	LOC115918404	411998	scaffold_1	1247
PL07985	53809452	chrom1	911	LOC585712	1041881	scaffold_1	1250
PL10703	53850373	chrom1	912	LOC591923	1162839	scaffold_1	1252
PL08848	53952943	chrom1	914	LOC587260	973026	scaffold_1	1249
PL10290	54059876	chrom1	917	LOC105441149	1385761	scaffold_1	1255
PL08106	54087606	chrom1	918	LOC105436630	1578808	scaffold_1	1257
PL09576	54127649	chrom1	919	LOC100892784	1416770	scaffold_1	1256
PL10142	54173353	chrom1	920	LOC591795	1710925	scaffold_1	1258
PL08826	54175657	chrom1	921	LOC578158	1726405	scaffold_1	1259
PL08474	54222749	chrom1	922	LOC588120	1744950	scaffold_1	1260
PL09654	54240395	chrom1	923	LOC589823	1751185	scaffold_1	1261
PL09068	54298603	chrom1	924	LOC100891894	1865032	scaffold_1	1264
PL10682	54358242	chrom1	925	LOC105446252	1914122	scaffold_1	1265
PL10229	54581833	chrom1	926	LOC755356	2115706	scaffold_1	1266
PL08365	54607429	chrom1	927	LOC100888534	2164943	scaffold_1	1267
PL10695	54655531	chrom1	928	LOC105445786	2368745	scaffold_1	1268
PL08755	54675259	chrom1	929	LOC100888664	2634928	scaffold_1	1273
PL11283	54700089	chrom1	930	LOC100888724	2606406	scaffold_1	1272
PL08740	54739905	chrom1	931	LOC100888800	2589454	scaffold_1	1271
PL10010	54778929	chrom1	932	LOC755739	2575786	scaffold_1	1270
PL08497	54888075	chrom1	934	LOC100891889	2487653	scaffold_1	1269
PL10894	54987763	chrom1	935	LOC100889626	3746682	scaffold_1	1284
PL10781	55245354	chrom1	937	LOC100890385	4004743	scaffold_1	1286
PL09801	55251837	chrom1	938	LOC115921054	4008584	scaffold_1	1287
PL08923	55268377	chrom1	939	LOC100890243	4039424	scaffold_1	1288
PL09175	55309346	chrom1	940	LOC577495	4097201	scaffold_1	1289
PL10910	55350603	chrom1	941	LOC100890599	4107647	scaffold_1	1290
PL08735	55354432	chrom1	942	LOC592620	2651757	scaffold_1	1274
PL09885	55429685	chrom1	943	LOC582195	2822262	scaffold_1	1276
PL08355	73579749	chrom1	1278	LOC584848	26776116	scaffold_1	1451
PL10058	73624333	chrom1	1279	LOC575187	26831343	scaffold_1	1453
PL08820	73624338	chrom1	1280	LOC575537	26831129	scaffold_1	1452
PL09705	73908744	chrom1	1281	LOC575810	27066239	scaffold_1	1454
PL09792	73925986	chrom1	1282	LOC100889886	27066712	scaffold_1	1455
PL07993	73964198	chrom1	1283	LOC105441737	27115289	scaffold_1	1456
PL11011	74206667	chrom1	1284	LOC593229	27321895	scaffold_1	1457
PL08119	74229583	chrom1	1285	LOC764033	27422724	scaffold_1	1458
PL08348	74289335	chrom1	1286	LOC589578	27475512	scaffold_1	1459
PL11268	74456183	chrom1	1287	LOC100889825	27499868	scaffold_1	1460
PL10907	74682141	chrom1	1289	LOC575904	27770284	scaffold_1	1462
PL11056	74728867	chrom1	1290	LOC589064	27827133	scaffold_1	1463
PL10984	74738198	chrom1	1291	LOC590031	28026174	scaffold_1	1465
PL09272	74773830	chrom1	1292	LOC590005	28037946	scaffold_1	1466
PL09002	74801073	chrom1	1293	LOC589827	27859409	scaffold_1	1464
PL10949	74873558	chrom1	1294	LOC580285	28176055	scaffold_1	1467
PL11071	74886481	chrom1	1295	LOC100889474	28237984	scaffold_1	1468
PL08072	74935103	chrom1	1296	LOC100890854	28500960	scaffold_1	1470
PL10459	74970084	chrom1	1297	LOC583122	28468915	scaffold_1	1469
PL09098	75327335	chrom1	1299	LOC105444929	28645940	scaffold_1	1471
PL09301	75366666	chrom1	1300	LOC105444932	28773527	scaffold_1	1473
PL08655	75391331	chrom1	1302	LOC587715	28779591	scaffold_1	1474
PL09992	75461127	chrom1	1303	LOC100888644	28909065	scaffold_1	1475
PL08921	75558544	chrom1	1304	LOC765108	28726483	scaffold_1	1472
PL09660	76133273	chrom1	1306	LOC100892456	29209851	scaffold_1	1477
PL10639	76134644	chrom1	1307	LOC584658	29170712	scaffold_1	1476
PL10420	76254660	chrom1	1308	LOC594022	29283343	scaffold_1	1478
PL08521	76263911	chrom1	1309	LOC115920988	24009606	scaffold_1	1437
PL08230	76279890	chrom1	1310	LOC579984	10425391	scaffold_1	1339
PL09704	5040705	chrom1	65	LOC105442405	51517657	scaffold_20	1950
PL11020	15469219	chrom1	238	LOC105442911	10511749	scaffold_20	1694
PL08919	66034534	chrom1	1128	LOC100889924	15411390	scaffold_20	1727
PL11158	23137724	chrom1	408	LOC115928135	2178425	scaffold_21	1977
PL10711	75198131	chrom1	1298	LOC115927998	30080413	scaffold_21	2327
PL09318	6487534	chrom1	92	LOC589744	24276357	scaffold_5	3029
PL08283	6520597	chrom1	93	LOC115918157	24262458	scaffold_5	3028
PL10132	6574592	chrom1	94	LOC590684	24155927	scaffold_5	3027
PL11215	6613885	chrom1	95	LOC582874	23981008	scaffold_5	3021
PL08687	6655831	chrom1	96	LOC582852	24008150	scaffold_5	3022
PL08000	6677623	chrom1	97	LOC583691	24022254	scaffold_5	3023
PL08240	6693209	chrom1	98	LOC583714	24033086	scaffold_5	3024
PL08553	6710093	chrom1	99	LOC583728	24050352	scaffold_5	3025
PL11298	6790020	chrom1	100	LOC583754	24063786	scaffold_5	3026
PL08408	6845211	chrom1	101	LOC587735	23972269	scaffold_5	3020
PL08128	6886520	chrom1	102	LOC754355	23945254	scaffold_5	3019
PL10553	6892041	chrom1	103	LOC591130	23940111	scaffold_5	3018
PL10590	6905980	chrom1	104	LOC105444027	23928877	scaffold_5	3017
PL10955	6978846	chrom1	105	LOC105444035	23847236	scaffold_5	3016
PL08882	7014426	chrom1	106	LOC752601	23820841	scaffold_5	3015
PL10513	7108250	chrom1	107	LOC580339	23702191	scaffold_5	3014
PL10981	7148836	chrom1	108	LOC105441745	23678574	scaffold_5	3013
PL09853	7272537	chrom1	109	LOC582217	23207278	scaffold_5	3008
PL08911	7277640	chrom1	110	LOC115919056	23209896	scaffold_5	3009
PL09168	7378623	chrom1	111	LOC588471	23444111	scaffold_5	3012
PL08478	7454962	chrom1	112	LOC115929604	23068340	scaffold_5	3007
PL09776	7507103	chrom1	113	LOC591796	23408933	scaffold_5	3011
PL09841	7606625	chrom1	114	LOC115929581	23349429	scaffold_5	3010
PL10434	7658459	chrom1	115	LOC579153	22801040	scaffold_5	3005
PL08083	7658501	chrom1	116	LOC579215	22801834	scaffold_5	3006
PL09931	7681366	chrom1	117	LOC579033	22787356	scaffold_5	3004
PL10511	7730634	chrom1	118	LOC577114	20560514	scaffold_5	2957
PL09308	7825963	chrom1	119	LOC576995	20509766	scaffold_5	2955
PL09935	7826586	chrom1	120	LOC100890106	20509547	scaffold_5	2954
PL10094	7844345	chrom1	121	LOC576796	20502819	scaffold_5	2953
PL08612	7926489	chrom1	123	LOC576590	20462196	scaffold_5	2952
PL08957	8012656	chrom1	124	LOC576430	20396803	scaffold_5	2951
PL10345	8026331	chrom1	125	LOC576366	20366017	scaffold_5	2950
PL08568	8235752	chrom1	126	otx	20261988	scaffold_5	2949
PL11060	8258889	chrom1	127	LOC591003	20218629	scaffold_5	2948
PL10416	8352601	chrom1	128	Gsc	20181892	scaffold_5	2947
PL11208	8517361	chrom1	129	LOC576084	20106619	scaffold_5	2945
PL08382	8546399	chrom1	130	LOC115917881	20106273	scaffold_5	2944
PL11229	8640299	chrom1	131	LOC576225	19971400	scaffold_5	2943
PL09477	8914109	chrom1	132	LOC763202	19620184	scaffold_5	2942
PL09106	9004824	chrom1	133	LOC580457	19548036	scaffold_5	2941
PL09643	9016559	chrom1	134	LOC580508	19544619	scaffold_5	2940
PL11317	9031738	chrom1	135	LOC763235	19530524	scaffold_5	2938
PL09270	9054574	chrom1	136	LOC580638	19491702	scaffold_5	2937
